cle,Name-Nom,role,AwardAmount,FiscalYear-Exercice financier,Institution,Établissement,Province_ID,ProvinceEN,ProvinceFR,Competition_Year,Title,Keywords,ProgramNameEN,ProgramNameFR,DisciplineEN,DisciplineFR,MainDisciplineEN,MainDisciplineFR,Area_of_ResearchEN,Area_of_ResearchFR
517,"Kennedy, Leslie",Applicant,10000.00,1999,University of Alberta,University of Alberta,AB,Alberta,Alberta,1997,Socio-spatial analysis of crime trends,crime trends; spatial analysis; social disorganisation and crime,Standard Research Grants,Subventions ordinaires de recherche,Crimes and Offenses,Crimes et délits,Criminology,Criminologie,Law and justice,Droit et justice
518,"Kelly, Gary",Applicant,7700.00,1999,University of Alberta,University of Alberta,AB,Alberta,Alberta,1997,"The popular idiom: language, print culture and politics in Britain, 1750 to 1830",English language; English literature; popular culture; politics of language and literature,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
519,"Crimmins, James",Applicant,11400.00,1999,Huron University College,Huron University College,ON,Ontario,Ontario,1997,The impact of utilitarian ideas on liberalism over the past 250 years,liberalism; utilitarianism; theory; history; philosophy,Standard Research Grants,Subventions ordinaires de recherche,Political Thought and Political Theory,Pensée et théories politiques,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
520,"Fracchia, Helena",Applicant,24280.00,1999,University of Alberta,University of Alberta,AB,Alberta,Alberta,1997,Archeological research in the Bradano river valley (Basilicata) South Italy,Roman settlement; roman land use; agricultural practices,Standard Research Grants,Subventions ordinaires de recherche,Roman Classical Archaeology,Archéologie classique romaine,"Classics, Classical & Dead Languages",Études anciennes et langues classiques et mortes,"Economic, regional and industrial development","Développement économique, régional et industriel"
521,"Bessai, Diane",Applicant,13400.00,1999,University of Alberta,University of Alberta,AB,Alberta,Alberta,1997,"History of Edmonton's professional theatres, 1965-1995",processing theatre archives; modern professional theatre history; directors; actors; playwrights,Standard Research Grants,Subventions ordinaires de recherche,"Theatre, Drama",Théâtre,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
522,"Young, Beth",Applicant,17170.00,1999,University of Alberta,University of Alberta,AB,Alberta,Alberta,1997,Schools as flexible workplaces: part-time employment arrangements for Alberta teachers,Part-time teaching; teachers' careers; school staffing practices; gender issues,Standard Research Grants,Subventions ordinaires de recherche,"Educational Administration, Planning and Governance","Administration, planification et direction scolaires",Education,Éducation,Education,Éducation
524,"Joshi, Ashwin",Applicant,1701.00,1999,Saint Mary's University,Saint Mary's University,NS,Nova Scotia,Nouvelle-Écosse,1997,Marketing control systems: a typology and a conceptual framework,Salesforce control systems,Standard Research Grants,Subventions ordinaires de recherche,Marketing,Marketing,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
524,"Joshi, Ashwin",Applicant,568.00,1999,York University,Université York,ON,Ontario,Ontario,1997,Marketing control systems: a typology and a conceptual framework,Salesforce control systems,Standard Research Grants,Subventions ordinaires de recherche,Marketing,Marketing,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
525,"McLaren, Angus",Applicant,7588.00,1999,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1997,"A history of moral panics and sexual regulation, 1900-1960",History; sexuality; gender; moral panics; sexual regulation,Standard Research Grants,Subventions ordinaires de recherche,Cultural History,Histoire culturelle,History,Histoire,Women,Femmes
526,"Brown, Virginia",Applicant,52420.00,1999,Pontifical Inst. for Mediaeval Studies,Pontifical Inst. for Mediaeval Studies,ON,Ontario,Ontario,1997,Beneventan liturgical manuscripts,Mediaeval studies; liturgy; palaeography; codicology,Standard Research Grants,Subventions ordinaires de recherche,Mediaeval Studies,Études médiévales,Mediaeval Studies,Études médiévales,Arts and culture,Beaux-arts et culture
527,"Dufresne-Tassé, Colette",Applicant,50000.00,1999,Université de Montréal,Université de Montréal,QC,Québec,Québec,1997,Fonctionnement psychologique et éducation de l'adulte au musée,Adulte; fonctionnement psychologique; musée; éducation,Standard Research Grants,Subventions ordinaires de recherche,"Adult, Continuing, Community Education","Andragogie, éducation perm., éducation communautaire",Education,Éducation,Education,Éducation
528,"Teghtsoonian, Katherine",Applicant,15000.00,1999,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1997,Gender and the state: a comparative analysis of women's policy agencies,Comparative public policy; gender analysis; aboriginal women; discourse analysis; bureaucracy,Standard Research Grants,Subventions ordinaires de recherche,Public Policy Studies,Analyse de politique,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
529,"Isler-de Jongh, Ariane",Applicant,17200.00,1999,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1997,Des principaux vitraux anciens conservés au Canada et de leur état de conservation,Corpus Vitrearum; identification; provenance; authenticité; iconographie; conservation; collections; valorisation,Standard Research Grants,Subventions ordinaires de recherche,Art History,Histoire de l'art,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
530,"Dearden, Philip",Applicant,10350.00,1999,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1997,Enhancing protected area management for biodiversity conservation in southeast Asia,Ecotourism; local populations; biodiversity; southeast Asia fragmentation; ecological monitoring; GIS; marine,Standard Research Grants,Subventions ordinaires de recherche,Natural Resources Geography,Géographie des ressources naturelles,Geography,Géographie,Environment and Sustainability,Environnement et développement durable
531,"Misak, Cheryl",Applicant,2200.00,1999,University of Toronto,University of Toronto,ON,Ontario,Ontario,1997,"The true, the just and the good: a pragmatist view",Pragmatism; truth; justice; democracy; deliberation,Standard Research Grants,Subventions ordinaires de recherche,Philosophy,Philosophie,Philosophy,Philosophie,Ethics,Éthique
532,"McClatchie, Stephen",Applicant,3800.00,1999,The University of Regina,The University of Regina,SK,Saskatchewan,Saskatchewan,1997,The family letters of Gustav Mahler,Edition and translation; unpublished correspondence; Gustav Mahler; Austria 1860-1911 vienna,Standard Research Grants,Subventions ordinaires de recherche,"Music, Musicology","Musique, Musicologie",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
533,"Nadel, Ira",Applicant,8432.00,1999,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,1997,"A biography of the poet Louis Zukofsky, 1904-1978",Biography; modernism; poetics; poetry; 20th century American poetry,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
534,"Foschi, Martha",Applicant,28100.00,1999,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,1997,Selecting the winning applicant: gender effects from evaluator bias and evaluation context,performance evaluation; gender bias; competence assessment; double standards; group processes,Standard Research Grants,Subventions ordinaires de recherche,Social Processes,Interactions sociales,Sociology,Sociologie,Women,Femmes
535,"Clandinin, D. Jean",Applicant,23049.00,1999,University of Alberta,University of Alberta,AB,Alberta,Alberta,1997,A narrative reconceptualization of school reform,school reform; narrative; professional knowledge landscape; personal practical knowledge; policy implementation; teacher knowledge,Standard Research Grants,Subventions ordinaires de recherche,Education,Éducation,Education,Éducation,Education,Éducation
536,"Bortolussi, Marisa",Applicant,15652.00,1999,University of Alberta,University of Alberta,AB,Alberta,Alberta,1997,Psycho-narratology: conceptual and empirical foundations,narrative; reception of narratives; empirical approach; cognition; narratology; discourse processing,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Arts and culture,Beaux-arts et culture
537,"Nitzan, Jonathan",Applicant,7000.00,1999,Marianopolis College,Marianopolis College,QC,Québec,Québec,1997,Differential accumulation: toward a new political economy of capital,Capital; power; regimes of accumulation; concentration; globalization,Standard Research Grants,Subventions ordinaires de recherche,Political Economy,Économie politique,Political Science,Sciences politiques,"International relations, development and trade","Relations internationales, commerce et développement"
539,"Biron, Michel",Applicant,6500.00,1999,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,1997,Sociocritique du poème: contribution à une histoire de la poésie au Québec,Poésie; sociocritique; modernité; histoire littéraire; Québec,Standard Research Grants,Subventions ordinaires de recherche,"Literature, French Canadian, Québécoise","Littérature canadienne-française, québécoise","Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
540,"David, Charles-Philippe",Applicant,12000.00,1999,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,1997,Le concept des casques blancs et sa contribution à la reconstruction et sécurité internationales,Maintien de la paix; rétablissement de la paix; intervention internationale; multilatéralisme; Nations Unies; aide humanitaire; reconstruction,Standard Research Grants,Subventions ordinaires de recherche,International Relations,Relations internationales,Political Science,Sciences politiques,"International relations, development and trade","Relations internationales, commerce et développement"
541,"Labelle, Micheline",Applicant,11000.00,1999,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,1997,Citoyenneté et pluriethnicité en milieu urbain : le cas du Québec,Intégration; adaptation institutionnelle; discrimination; exclusion; minorités; partenariat; relations état/citoyen; rapports intercommunautaires,Standard Research Grants,Subventions ordinaires de recherche,Sociology,Sociologie,Sociology,Sociologie,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
542,"Burgess, Miranda",Applicant,1948.00,1999,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,1997,"Cultural characters: genre and cultural nationalism in Britain and Ireland, 1798-1832",British and Irish literature; romanticism; nationalism; gender; genre; literary theory,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
543,"Staber, Udo",Applicant,10320.00,1999,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1997,Spatial proximity and business performance in industrial districts,Interfirm networks; industrial districts; business agglomeration; regional development; spatial proximity; business foundings and failures; flexible specialization,Standard Research Grants,Subventions ordinaires de recherche,Management,Gestion,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce","Economic, regional and industrial development","Développement économique, régional et industriel"
544,"Lemire, Beverly",Applicant,9983.00,1999,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1997,"A study of small-scale credit and women's household and community agency in England, 1660-1850","Borrowers; women guarantors; pawnbrokers; money-lenders; household credit, regulation of pawning",Standard Research Grants,Subventions ordinaires de recherche,Economic History,Histoire économique,History,Histoire,"Economic, regional and industrial development","Développement économique, régional et industriel"
545,"Stoppard, Janet",Applicant,20500.00,1999,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1997,Woman and depression: explorations in the social construction of a disorder,Women's experience of depression; social construction; discourse analysis,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Women,Femmes
546,"Wood, Eileen",Applicant,16000.00,1999,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1997,Investigating the impact of computer instruction for cognitive development in the early childhood education environment,Cognitive development; early childhood education; computer instruction; self-regulated learning,Standard Research Grants,Subventions ordinaires de recherche,Educational Psychology,Psychologie de l'éducation,Psychology,Psychologie,Children and youth,Enfance et jeunesse
547,"Vance, Jonathan",Applicant,3540.00,1999,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1997,"Canada and the lure of aviation, 1903-1945",Aviation; culture; imagination; modernism; technology; transportation,Standard Research Grants,Subventions ordinaires de recherche,History of Science and Technology,Histoire des sciences et de la technologie,History,Histoire,Transportation,Transports
548,"Athanassakos, George",Applicant,2100.00,1999,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1997,Financial analysts and price formation in security markets,Analysts; price formation; seasonality; conflicts-of-interest; gamesmanship,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
549,"Lafortune, Louise",Applicant,21000.00,1999,Université du Québec à Trois-Rivières,Université du Québec à Trois-Rivières,QC,Québec,Québec,1997,Expériences philosophiques en mathématiques : étude de l'évolution de facteurs affectifs,Mathématiques; philosophie; philosophie pour enfants; attitudes; croyances; concepts de soi; attributions; stéréotypes/préjugés; sexe,Standard Research Grants,Subventions ordinaires de recherche,"Science, Mathematics","Sciences, mathématiques",Education,Éducation,Education,Éducation
551,"Bélanger, Yves",Applicant,12000.00,1999,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,1997,L'État et la gestion de la décroissance des dépenses militaires,économie politique; dépenses militaires; armement; désarmement; reconversion; politiques,Standard Research Grants,Subventions ordinaires de recherche,Political Economy,Économie politique,Political Science,Sciences politiques,"Economic, regional and industrial development","Développement économique, régional et industriel"
552,"Lefebvre, Claire",Applicant,21326.00,1999,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,1997,Syntactic elements of event structure,Structure dévénement; structure d'argument; syntaxe; sémantique; langues africaines,Standard Research Grants,Subventions ordinaires de recherche,Linguistics,Linguistique,Linguistics,Linguistique,Not Subject to Research Classification,Codification non pertinente
553,"Lemerise, Tamara",Applicant,18000.00,1999,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,1997,Enquête sur la relation musée-adolescents,Partenariat en éducation; relation musée-adolescents; adolescents; développement,Standard Research Grants,Subventions ordinaires de recherche,Other Education,Éducation (autres),Education,Éducation,Education,Éducation
554,"Moskowitz, Debbie",Applicant,20000.00,1999,McGill University,Université McGill,QC,Québec,Québec,1997,"Agency, communion and affect: individual, dyadic and group influences",Dominant; submissive; agreeable; quarrelsome interpersonal behaviours; affect; self-determination,Standard Research Grants,Subventions ordinaires de recherche,Personality,Personnalité,Psychology,Psychologie,Women,Femmes
555,"Girolametto, Luigi",Applicant,30000.00,1999,University of Toronto,University of Toronto,ON,Ontario,Ontario,1997,Effects of an interactive model of language stimulation on preschoolers with and without language delays in integrated daycares,preschoolers; daycare; teacher training; language delay; intervention,Standard Research Grants,Subventions ordinaires de recherche,Early Childhood Education,Éducation préscolaire,Education,Éducation,Communication,Communications
556,"McCance, Dawne",Applicant,11660.00,1999,University of Manitoba,University of Manitoba,MB,Manitoba,Manitoba,1997,Constitutions: the Charter of Rights and the body Canadian,Canadian body history; charter rights; sexuality; ethics; postmodernism; reproductive; health,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Other,Autre
557,"Nicholson, Beverley",Applicant,33000.00,1999,Brandon University,Brandon University,MB,Manitoba,Manitoba,1997,Changing subsistence strategies and cultural relationships from an ecological perspective in the Makotchi-Ded Dontipi locale in southwestern Manitoba,Culture contact; ceramics; paleoenvironment; subsistence; modelling; paleoecology,Standard Research Grants,Subventions ordinaires de recherche,"Settlement Patterns, Land Use, Paleodemography","Courants de peuplement, utilisation des sols, paléodémogra.",Archaeology,Archéologie,Indigenous peoples,Populations indigènes
558,"Watkinson, E. Jane",Applicant,24000.00,1999,University of Alberta,University of Alberta,AB,Alberta,Alberta,1997,Factors affecting participation in unstructured physical activity by physically awkward children,Physical awkwardness; free play; perceptions of competence; motivational climate,Standard Research Grants,Subventions ordinaires de recherche,Physical Education,Éducation physique,Education,Éducation,Education,Éducation
560,"Crouch, Geoffrey",Applicant,1620.00,1999,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,1997,Destination competitiveness: a program of research in tourism management,Tourism management; destination competitiveness; comparative advantage; competitive advantage; tourism prosperity,Standard Research Grants,Subventions ordinaires de recherche,Management,Gestion,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce","Leisure, recreation and tourism",Loisirs et tourisme
561,"Bryden, Penny",Applicant,8040.00,1999,Mount Allison University,Mount Allison University,NB,New Brunswick,Nouveau-Brunswick,1997,"Ontario's relations with the federal government and the changing balance of power, 1945-1982",Federalism; Canadian politics; Ontario politics; social policy; economic policy,Standard Research Grants,Subventions ordinaires de recherche,Political History,Histoire politique,History,Histoire,Politics and government,Politique et gouvernement
562,"Joy, Morny",Applicant,10972.00,1999,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,1997,The dialectic of identity: concepts of otherness in religion(s),Self; otherness; women; religious pluralism; postmodernism; alterity; difference; identity; ethics; postcolonialism,Standard Research Grants,Subventions ordinaires de recherche,Philosophy of Religion,Philosophie de la religion,Religious Studies,Études religieuses,Women,Femmes
563,"Acland, Charles",Applicant,8530.00,1999,Concordia University,Université Concordia,QC,Québec,Québec,1997,"The formation of audiences, cinema-going and the space of motion picture theatres: film distribution and exhibition in Canada, 1986-1996",Cultural and media studies; culture industries; discourse analysis; audience studies; theories of space; nationhood and globalization,Standard Research Grants,Subventions ordinaires de recherche,Communications and Media Studies,Communications et études des médias,Communications and Media Studies,Communications et études des médias,Arts and culture,Beaux-arts et culture
564,"Chandler, Michael",Applicant,39703.00,1999,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,1997,A developmental analysis of the identity formation process in a cross-cultural context: a comparison of native and non-native youth,Identity formation; cross-cultural; adolescense; self; social cognition; indigenous,Standard Research Grants,Subventions ordinaires de recherche,Psychology,Psychologie,Psychology,Psychologie,Children and youth,Enfance et jeunesse
565,"Archibald, John",Applicant,11316.00,1999,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,1997,The acquisition of stress by French and English- speaking children,Language; acquisition; stress; phonology,Standard Research Grants,Subventions ordinaires de recherche,Language Acquisition,Acquisition du langage,Linguistics,Linguistique,Children and youth,Enfance et jeunesse
566,"Edwards, Peter",Applicant,14700.00,1999,Mount Allison University,Mount Allison University,NB,New Brunswick,Nouveau-Brunswick,1997,A critical edition of Théodore de Banville's Petit traité de poésie française,Critical edition; 19th century french poetry; french versification,Standard Research Grants,Subventions ordinaires de recherche,"Literature, French - Literary Forms",Littérature française - Formes littéraires,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
