cle,Name-Nom,role,AwardAmount,FiscalYear-Exercice financier,Institution,Établissement,Province_ID,ProvinceEN,ProvinceFR,Competition_Year,Title,Keywords,ProgramNameEN,ProgramNameFR,DisciplineEN,DisciplineFR,MainDisciplineEN,MainDisciplineFR,Area_of_ResearchEN,Area_of_ResearchFR
3215,"Heffernan, Teresa",Applicant,5131.00,2004,Saint Mary's University,Saint Mary's University,NS,Nova Scotia,Nouvelle-Écosse,2001,"Across the east/west divide: orientalism, feminism, and women's travel narratives",Travel writing; postcolonialism; orientalism; feminism; Turkey; Ottoman Empire,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English - Literary Theory",Littérature anglaise - Théories littéraires,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3221,"Laczko, Leslie",Applicant,10273.00,2004,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2001,Canada's evolving pluralism:  macro and micro analyses,Canada; pluralism; development; citizenship; welfare state; national identities; religion,Standard Research Grants,Subventions ordinaires de recherche,Social Structure,Structures sociales,Sociology,Sociologie,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
3226,"Murray, Gregor",Applicant,25000.00,2004,Université Laval,Université Laval,QC,Québec,Québec,2001,Union renewal and the changing faces of the new economy:  a contextualized and comparative analysis of local union power,union renewal; collective representation; work organization; collective bargaining; professional identities.,Standard Research Grants,Subventions ordinaires de recherche,Unions,Syndicats,Industrial Relations,Relations industrielles,Employment and labour,Emploi et travail
3233,"O'Connor, Deborah",Applicant,16860.00,2004,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2001,Reconceptualizing family support groups:  how do they work?,family care; support groups; elderly; community care,Standard Research Grants,Subventions ordinaires de recherche,Other Social Work,Travail social (autres),Social Work,Travail social,Family,Famille
3251,"Caskey, Jill",Applicant,6140.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Late medieval stucco monuments in southern Italy:  alternate modes of display,Italian art; medieval art; medieval sculpture; stucco; lay patronage; tombs,Standard Research Grants,Subventions ordinaires de recherche,Art History,Histoire de l'art,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
3253,"Benjamin, Dwayne",Applicant,18181.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Winners and losers in transition economies:  evidence from China and Vietnam,Economics of transition; factor market development; aging; retirement; and social security; economics of the family; family labour supply; returns to education,Standard Research Grants,Subventions ordinaires de recherche,Labour and Demographic Economics,Économie du travail et démographie,Economics,Sciences économiques,Employment and labour,Emploi et travail
3270,"Lévesque, Jacques",Applicant,19016.00,2004,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,2001,La Russie en chute libre face à l'hégémonie mondiale des États-Unis: perceptions et options russes,Structure relations internationales; Russie; politique étrangère; sécurité; défense nationale; Chine,Standard Research Grants,Subventions ordinaires de recherche,International Relations,Relations internationales,Political Science,Sciences politiques,"International relations, development and trade","Relations internationales, commerce et développement"
3272,"Restuccia, Diego",Applicant,11359.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Intergenerational mobility of economic status,Intergenerational mobility; education; innate ability; earmings; transfers; heterogeneous-agent models,Standard Research Grants,Subventions ordinaires de recherche,Other Economics,Économie (autres),Economics,Sciences économiques,Employment and labour,Emploi et travail
3273,"Clarkson, Stephen",Applicant,13560.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Towards continental governance:  NAFTA; hegemon; and semi-peripherality,global governance; regionalism; nation-statet; hegemony; democracy; political economy,Standard Research Grants,Subventions ordinaires de recherche,Political Economy,Économie politique,Political Science,Sciences politiques,Globalization,Mondialisation
3293,"Murray, Jacqueline",Applicant,10500.00,2004,University of Guelph,University of Guelph,ON,Ontario,Ontario,2001,Male sexuality and gender construction in the middle ages,medieval history; Middle Ages; sexuality; masculinity; male sexuality; gender studies; morality; the body; social history,Standard Research Grants,Subventions ordinaires de recherche,Social History,Histoire sociale,History,Histoire,Gender Issues,Questions touchant les sexes
3298,"Cuff, Katherine",Applicant,16886.00,2004,McMaster University,McMaster University,ON,Ontario,Ontario,2001,Redistributive policy and the labour market,redistribution theory and policy; optimal income taxation; involuntary and voluntary unemployment; monitoring; workfare; heterogeneous population; targeting; tagging; asymmetric information,Standard Research Grants,Subventions ordinaires de recherche,Public Economics,Économie publique,Economics,Sciences économiques,Economic and Regional Development,Développement économique et régional
3307,"Lacombe, Dany",Applicant,3900.00,2004,Simon Fraser University,Simon Fraser University,BC,British Columbia,Colombie-Britannique,2001,Risky business:  the treatment of sex offenders,Ethnography; prison treatment programs; rehabilitation; containment; risk assessment and risk management; sex offenders; sexual fantasies and sexual deviance; communal violence and popular culture; penology,Standard Research Grants,Subventions ordinaires de recherche,Other Sociology,Sociologie (autres),Sociology,Sociologie,Not Subject to Research Classification,Codification non pertinente
3317,"Li, Hao",Applicant,10426.00,2004,Queen's University,Queen's University,ON,Ontario,Ontario,2001,Early contracting rush,Labor contracts; early contracts; matching; sorting; incomplete information; inefficiency; regulation; job vacancy; job application;,Standard Research Grants,Subventions ordinaires de recherche,Microeconomics,Microéconomie,Economics,Sciences économiques,Economic and Regional Development,Développement économique et régional
3324,"Huberman, Michael",Applicant,14737.00,2004,Université de Montréal,Université de Montréal,QC,Québec,Québec,2001,"Globalization and the labour compact, 1870-1933",Globalization; labour markets; welfare state,Standard Research Grants,Subventions ordinaires de recherche,Economic History,Histoire économique,Economics,Sciences économiques,Employment and labour,Emploi et travail
3325,"Little, John",Applicant,8290.00,2004,Simon Fraser University,Simon Fraser University,BC,British Columbia,Colombie-Britannique,2001,Popular protest and resistance in the Eastern Townships; ideas of nature and landscape in the Eastern Townships,Stephen Burroughs; counterfeiting; war of 1812; militia; rebellions of 1837-38; nature; landscape; 19th century; surveyors; Bouchette; settlers; artists; Bartlett; naturalists; Gosse; religion; tourists; Barrows,Standard Research Grants,Subventions ordinaires de recherche,History,Histoire,History,Histoire,Politics and government,Politique et gouvernement
3326,"Pabel, Hilmar",Applicant,3030.00,2004,Simon Fraser University,Simon Fraser University,BC,British Columbia,Colombie-Britannique,2001,Reading and editing Jerome in the Renaissance: Erasmus' achievement in context,Textual analysis; Erasmus of Rotterdam; Saint Jerome; renaissance reception of the church fathers; renaissance and reformation; early odern catholicism,Standard Research Grants,Subventions ordinaires de recherche,Church History,Histoire de l'Église,Religious Studies,Études religieuses,Arts and culture,Beaux-arts et culture
3344,"Switzer, Lorne",Applicant,23778.00,2004,Concordia University,Université Concordia,QC,Québec,Québec,2001,Sources of time varying volatility of assets: the role of news and news measurement in a multi-asset framework,time varying volatility; volatility persistance; macroeconomic news;,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
3364,"Germain, Annick",Applicant,23000.00,2004,Institut national de la recherche scientifique,Institut national de la recherche scientifique,QC,Québec,Québec,2001,Appropriation de l'espace et pratiques municipales de gestion de la diversité ethnoculturelle,immigration; politiques municipales; relations sociales; relations interculturelles; diversité ethno-religieuse; aménagement,Standard Research Grants,Subventions ordinaires de recherche,"Urban and Regional Studies, Environmental Studies","Urbanisme, aménag. régional, études environnementales","Urban and Regional Studies, Environmental Studies","Urbanisme, aménag. régional, études environnementales",Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
3367,"Bascia, Nina",Applicant,44508.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Working for educational change: career histories of union-active educators,teachers unions and professional associations; educational policy analysis and program evaluation; sociology of education,Standard Research Grants,Subventions ordinaires de recherche,"Educational Administration, Planning and Governance","Administration, planification et direction scolaires",Education,Éducation,Education,Éducation
3374,"Smith, Brian",Applicant,2255.00,2004,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,2001,Tests of the underevaluation hypothesis and market microstructure effects:  evidence from Canadian stock repurchases,stock repurchase; market microstructure,Standard Research Grants,Subventions ordinaires de recherche,Business Economics and Finance,Économie et finances commerciales,Economics,Sciences économiques,Financial and Monetary Systems,Systèmes financiers et monétaires
3381,"Hoffman-Goetz, Laurie",Applicant,21782.00,2004,University of Waterloo,University of Waterloo,ON,Ontario,Ontario,2001,"Mass media, ethnicity and meaning of genetic risk for cancer",risk communication; health studies; breast; ovarian and colon cancers; genetics; women's health; cultural models; ethnicity,Standard Research Grants,Subventions ordinaires de recherche,Mass Media and Promotion of Health,Média de masse et promotion de la santé,Communications and Media Studies,Communications et études des médias,Health,Santé
3383,"Nicol, Christopher",Applicant,25822.00,2004,The University of Lethbridge,The University of Lethbridge,AB,Alberta,Alberta,2001,A new series of shrinkage estimators for economic models,econometrics; applied econometrics; statistics; simulation.,Standard Research Grants,Subventions ordinaires de recherche,Mathematical and Quantitative Methods,Méthodes mathématiques et quantitatives,Economics,Sciences économiques,Not Subject to Research Classification,Codification non pertinente
3387,"Schick, Carol",Applicant,7407.00,2004,The University of Regina,The University of Regina,SK,Saskatchewan,Saskatchewan,2001,Christian prayer in public space:  schools and processes of citizen formation,Christian right; citizen identity; discourse analysis; ethnic/racial identity; public policy; public school education; school prayer,Standard Research Grants,Subventions ordinaires de recherche,Other Sociology,Sociologie (autres),Sociology,Sociologie,Education,Éducation
3389,"Vipond, Mary",Applicant,8340.00,2004,Concordia University,Université Concordia,QC,Québec,Québec,2001,An instrument of war:  the Canadian Broadcasting Corporation in World War II,Canadian Broadcasting Corporation (CBC) history; radio history; propaganda; World War II,Standard Research Grants,Subventions ordinaires de recherche,Cultural History,Histoire culturelle,History,Histoire,Communication,Communications
3456,"Fitzpatrick, Marilyn",Applicant,25000.00,2004,McGill University,Université McGill,QC,Québec,Québec,2001,Alliance formation:  the impact of participants'  behaviours and involvement,counselling process; alliance; client involvement; counsellor interventions; counsellor involvement; novice counsellors; experienced counsellors,Standard Research Grants,Subventions ordinaires de recherche,Counselling & Career Guidance,Conseils et orientation professionnelle,Education,Éducation,Mental Health,Santé mentale
3458,"Cupchik, Gerald",Applicant,16500.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Cognition and emotion in aesthetic response,reception studies; experimental aesthetics; emotional processes; gender differences,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Arts and culture,Beaux-arts et culture
3475,"Allan, Blaine",Applicant,5640.00,2004,Queen's University,Queen's University,ON,Ontario,Ontario,2001,Canadian cinema and the case of Phillip Borsos,Borsos; Phillip; Canadian cinema,Standard Research Grants,Subventions ordinaires de recherche,"Cinema, Film Studies and Video","Cinéma, études cinématographiques et vidéo",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
3481,"Coates, Linda",Applicant,26101.00,2004,The University of Lethbridge,The University of Lethbridge,AB,Alberta,Alberta,2001,"Language, violence, and responsibilty:  the use of mutual language to describe acts of sexual versus physical assault",discourse analysis; language; violence; responsibility; perceptions of harm; mutual descriptions; critical linguisitcs; sexual assault; rape; assault; media; trial court judgments,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Law and justice,Droit et justice
3504,"Robinson, Chris",Applicant,3788.00,2004,York University,Université York,ON,Ontario,Ontario,2001,Modelling personal finance decisions over the life cycle,personal finance; financial planning; personal financial modelling,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
3523,"Haig-Brown, E. Celia",Applicant,22666.00,2004,York University,Université York,ON,Ontario,Ontario,2001,Protocol in community partnerships:  redefining boundaries of aboriginal/university knowledges,indigenous knowledge; post-colonialism; coalitions; communitity and university partnerships,Standard Research Grants,Subventions ordinaires de recherche,"Adult, Continuing, Community Education","Andragogie, éducation perm., éducation communautaire",Education,Éducation,Indigenous peoples,Populations indigènes
3549,"Bradbury, Bettina",Applicant,12000.00,2004,York University,Université York,ON,Ontario,Ontario,2001,"Marriage, nation and identity in 19th century white settler societies",marriage; civilization; women; wives; comparative,Standard Research Grants,Subventions ordinaires de recherche,History,Histoire,History,Histoire,Family,Famille
3559,"Jasen, Patricia",Applicant,11000.00,2004,Lakehead University,Lakehead University,ON,Ontario,Ontario,2001,Women and cancer:  historical perspectives on the concept of risk,history; cancer; women; risk; culture; medicine; surgeons,Standard Research Grants,Subventions ordinaires de recherche,History of Medicine,Histoire de la médecine,History,Histoire,Health,Santé
3582,"Fong, Grace",Applicant,25000.00,2004,McGill University,Université McGill,QC,Québec,Québec,2001,Discourse and agency:  managing disorder in 16th and 17th Century China,Chinese literature; discourse; agency; representation; disorder; textual production; gender and genre; Chinese military histsory; Chinese cultural history; Chinese law,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Arts and culture,Beaux-arts et culture
3585,"Andrew, Edward",Applicant,14599.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Patronage and the marketplace of ideas,patronage; enlightenment; early modern; modern europe and britain,Standard Research Grants,Subventions ordinaires de recherche,Political Thought and Political Theory,Pensée et théories politiques,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
3586,"Ungar, Sheldon",Applicant,6964.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Icons and gumpism:  studies on the production of ignorance in the information society,knowledge society; ignorance; popular culture; sociology of education; communication technology,Standard Research Grants,Subventions ordinaires de recherche,Other Sociology,Sociologie (autres),Sociology,Sociologie,Literacy,Alphabétisation
3588,"Fiamengo, Janice",Applicant,14426.00,2004,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2001,Early Canadian women and social reform writing,Canadian literature; nineteenth-century women; history and criticism; femininity in literature; social reform in literature,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English Canadian",Littérature canadienne-anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3595,"Dykeman, Margaret",Applicant,13200.00,2004,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,2001,The effects of health care reform on the lives of nurses in New Brunswick,women; nurses; change; history; feminism; qualitative; policy; participation,Standard Research Grants,Subventions ordinaires de recherche,Women's Studies,Études sur les femmes,Interdisciplinary Studies,Études pluridisciplinaires,Women,Femmes
3599,"Clément, Michèle",Applicant,10000.00,2004,Université Laval,Université Laval,QC,Québec,Québec,2001,Du respect de l'autre à l'intégration sociale : folie et relation d'aide,santé mentale; intégration sociale; relation d'aide; éthique; communauté,Standard Research Grants,Subventions ordinaires de recherche,Other Anthropology,Anthropologie (autres),Anthropology,Anthropologie,Mental Health,Santé mentale
3606,"Diguer, Louis",Applicant,17075.00,2004,Université Laval,Université Laval,QC,Québec,Québec,2001,Schémas relationnels et structures de personnalité,structures de personnalité; troubles de personnalité; schémas relationnels; mesure et évaluation; normalité et psychopathologie,Standard Research Grants,Subventions ordinaires de recherche,Psychotherapy,Psychothérapie,Psychology,Psychologie,Mental Health,Santé mentale
3613,"Kukla, Andre",Applicant,14180.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Ineffability and the expression of truth,ineffability; language; mysticism; tacit knowledge; epistemic boundedness,Standard Research Grants,Subventions ordinaires de recherche,Philosophy of Science and Technology,Philosophie des sciences et de la technologie,Philosophy,Philosophie,Not Subject to Research Classification,Codification non pertinente
3623,"Wenzel, George",Applicant,18500.00,2004,McGill University,Université McGill,QC,Québec,Québec,2001,"Inuit, money and traditional resources in Nunavut:  modelling the contemporary mixed economy",Modern mixed economy; substinence relations; Inuit; economic anthopology; Nunavut; harvesting,Standard Research Grants,Subventions ordinaires de recherche,Other Anthropology,Anthropologie (autres),Anthropology,Anthropologie,Northern development,Développement du Nord
3627,"Smith, Helen",Applicant,10950.00,2004,Lakehead University,Lakehead University,ON,Ontario,Ontario,2001,Cultural representations and women's narratives of wartime work and lives,women and wartime work; cultural representations of women and war; social history of World War II; women's history in Northwestern Ontario; women and oral history; wartime propaganda and women's employment; Canadian women's regional history,Standard Research Grants,Subventions ordinaires de recherche,Women's History,Histoire des femmes,History,Histoire,Women,Femmes
3637,"Smith, Howard",Applicant,35270.00,2004,Queen's University,Queen's University,ON,Ontario,Ontario,2001,Many paths to meaning: authentic learning in secondary school as a link to later life,Authentic learning; situated learning; adolescent learning; secondary school programs; school-to-work transition; adolescent motivation; multiple ways of knowing; technological education; student meaning,Standard Research Grants,Subventions ordinaires de recherche,Educational Psychology,Psychopédagogie,Education,Éducation,Education,Éducation
3669,"Luchak, Andrew",Applicant,20600.00,2004,University of Alberta,University of Alberta,AB,Alberta,Alberta,2001,The role and functions of occupational pension plans in Canada,industrial relations; occupational pensions; compensation and benefits; work attitudes and behaviours; employment policy; conflict and dispute resolution,Standard Research Grants,Subventions ordinaires de recherche,Industrial Relations,Relations industrielles,Industrial Relations,Relations industrielles,Employment and labour,Emploi et travail
3673,"Schaller, Mark",Applicant,24100.00,2004,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2001,Perceived vulnerabilities and prejudices,Prejudice; stereotype activation; attitudes; theory-testing,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
3674,"Noel, Jan",Applicant,4000.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Women of an ancien regime colony,women; new France; lower Canada; Quebec; historiography; history; social conditions; convents; noblesse; gender; filles du roi; devotes; social welfare; salons,Standard Research Grants,Subventions ordinaires de recherche,Women's History,Histoire des femmes,History,Histoire,Gender Issues,Questions touchant les sexes
3682,"Sumner, Wayne",Applicant,5000.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Classical utilitarianism: a retrospective,ethics; utilitarianism,Standard Research Grants,Subventions ordinaires de recherche,Ethics,Éthique,Philosophy,Philosophie,Ethics,Éthique
3694,"Flood, Colleen",Applicant,10000.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Reinventing regulation of Canada's private health care sector,health law; economics and policy; health care reform; institutional design; regulation; public/private financing,Standard Research Grants,Subventions ordinaires de recherche,Health Law,Droit de la santé,Law,Droit,Health,Santé
3699,"Robb, Sean",Applicant,12200.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,"The impact of predictibility, timing and analysts' consensus on information asymmetry around earnings announcements",intraday; information asymmetry; analysts; timing of earnings releases,Standard Research Grants,Subventions ordinaires de recherche,Accounting,Comptabilité,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
3712,"Maynard, Alex",Applicant,6089.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,"Bias, persistance, and the forward premium anomaly:  just how bad is it?",forward premium anomaly; nonstationary time series; sign tests; covariance estimation,Standard Research Grants,Subventions ordinaires de recherche,Mathematical and Quantitative Methods,Méthodes mathématiques et quantitatives,Economics,Sciences économiques,Financial and Monetary Systems,Systèmes financiers et monétaires
3717,"Milton, Laurie",Applicant,21650.00,2004,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,2001,The identity dynamics of cooperation and conflict in work groups,cooperation and conflict in work groups; identity; demographic diversity; group dynamics; merger and acquisitions,Standard Research Grants,Subventions ordinaires de recherche,Organizational Behaviour,Comportement organisationnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
3720,"Gibbs Van Brunschot, Erin",Applicant,12792.00,2004,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,2001,The contexts of risk,crime; deviance; risk taking; risk averse; risk perception; health,Standard Research Grants,Subventions ordinaires de recherche,Other Sociology,Sociologie (autres),Sociology,Sociologie,Law and justice,Droit et justice
3721,"Krogh, Kari",Applicant,30000.00,2004,Ryerson University,Ryerson University,ON,Ontario,Ontario,2001,"Participatory health policy analysis:  examining home care, employment and education as determinants of health for persons with disabilities and their caregivers",participatory health policy development; health policy; disability studies; community-university research partnerships; disability and work; video action research; disability and health; service provider-parent-people with disabilities collaboration,Standard Research Grants,Subventions ordinaires de recherche,"Social Policy, Planning and Social Prevention","Politique sociale, planification et prévention",Social Work,Travail social,Education,Éducation
3724,"Osborne, Martin",Applicant,19597.00,2004,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Game theoretic models of limited rationality and of collective decision making,game theory; bounded rationality; collective decision-making,Standard Research Grants,Subventions ordinaires de recherche,Microeconomics,Microéconomie,Economics,Sciences économiques,Social development and welfare,Développement social et bien-être
3734,"Rutherdale, Robert",Applicant,11243.00,2004,Algoma University College,Algoma University College,ON,Ontario,Ontario,2001,"Consumerism and family life in postwar Canada, 1945-1965",family history; gender history; consumerism and cultural studies,Standard Research Grants,Subventions ordinaires de recherche,Cultural History,Histoire culturelle,History,Histoire,Family,Famille
3735,"Cadsby, C. Bram",Applicant,20248.00,2004,University of Guelph,University of Guelph,ON,Ontario,Ontario,2001,Research on the significance of free-riding behaviour,tender offer; conditional bid; any-or-all bid; takeover; experiment; free-riding; threshold public good; continuous public good; culture; gender,Standard Research Grants,Subventions ordinaires de recherche,Other Administrative Studies,Sciences administratives (autres),"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Gender Issues,Questions touchant les sexes
3741,"Morrongiello, Barbara",Applicant,79143.00,2004,University of Guelph,University of Guelph,ON,Ontario,Ontario,2001,Determinants of young children's in-home injuries and maternal injury-prevention and safety education practices,unintentional injuries; pre-school children; risk and protective factors; parent prevention strategies.,Standard Research Grants,Subventions ordinaires de recherche,Psychology,Psychologie,Psychology,Psychologie,Children,Enfance
3744,"Cumming, Julie",Applicant,18100.00,2004,McGill University,Université McGill,QC,Québec,Québec,2001,The origins of imitation in the Josquin Era,musicology; music theory; performance; renaissance; motet; chanson; mass; genre; imitation; improvisation; composition; counterpoint; Josquin Desprez; Guillaume du fay; Ockeghem; Busnoys; Isaac; Petrucci;,Standard Research Grants,Subventions ordinaires de recherche,"Music, Musicology","Musique, Musicologie",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
