cle,Name-Nom,role,AwardAmount,FiscalYear-Exercice financier,Institution,Établissement,Province_ID,ProvinceEN,ProvinceFR,Competition_Year,Title,Keywords,ProgramNameEN,ProgramNameFR,DisciplineEN,DisciplineFR,MainDisciplineEN,MainDisciplineFR,Area_of_ResearchEN,Area_of_ResearchFR
27,"Berkowitz, Michael",Applicant,9020.00,1998,University of Toronto,University of Toronto,ON,Ontario,Ontario,1996,An analysis of management compensation on the performance of mutual fund managers,Incentives; efficiency; compensation; mutual fund; managers,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
28,"Migliore, Sam",Applicant,3600.00,1998,Cape Breton University,Cape Breton University,NS,Nova Scotia,Nouvelle-Écosse,1996,The language of distress: medical and Italian-Canadian conceptions of nerves,Idioms of distress; nerves; illness narratives; metaphor; ethnicity; critical interpretive interactionism,Standard Research Grants,Subventions ordinaires de recherche,Anthropology,Anthropologie,Anthropology,Anthropologie,Health,Santé
29,"Wang, Shouhong",Applicant,5000.00,1998,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1996,Analytical approaches to information technology enabled business process reengineering and organizational design,Information technology; business process reengineering; organizational design; object-oriented approach,Standard Research Grants,Subventions ordinaires de recherche,Management Information Systems,Systèmes d'information de gestion,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
30,"Baum, Joel",Applicant,13625.00,1998,University of Toronto,University of Toronto,ON,Ontario,Ontario,1996,"Regulation, competition, and the rise of nursing home chains in Ontario, 1971-1995",nursing homes; regulation; competition; chains; organizational founding; failure; growth,Standard Research Grants,Subventions ordinaires de recherche,Other Administrative Studies,Sciences administratives (autres),"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
31,"Buckner, Phillip",Applicant,2300.00,1998,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1996,The imperial monarchy and Canadian national identity: deconstructing the royal tour of 1901,Canada; history; monarchy; George V; tour; British empire,Standard Research Grants,Subventions ordinaires de recherche,History,Histoire,History,Histoire,Arts and culture,Beaux-arts et culture
32,"Turner, Roy",Applicant,5140.00,1998,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1996,Agricultural biotechnology in Canada: the rbST controversy,recombinant; bovine; somatotropin; cattle; growth; hormone; technology; controversy; regulation; Canada,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Science and technology,Science et technologie
33,"Heller, Henry",Applicant,11000.00,1998,University of Manitoba,University of Manitoba,MB,Manitoba,Manitoba,1996,"Anti-Italianism in France, 1562-1598",Racism; xenophobia; economic crisis; religious wars; economic conflict; nationalism,Standard Research Grants,Subventions ordinaires de recherche,Social History,Histoire sociale,History,Histoire,Other,Autre
35,"Norris, Stephen",Applicant,20000.00,1998,Memorial University of Newfoundland,Memorial University of Newfoundland,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1996,A goal-directed theory of science eduction for nonscientists: its development and application,Science education; reading; theory application; philosophy of science education,Standard Research Grants,Subventions ordinaires de recherche,"Science, Mathematics","Sciences, mathématiques",Education,Éducation,Science and technology,Science et technologie
35,"Norris, Stephen",Applicant,20000.00,1998,University of Alberta,University of Alberta,AB,Alberta,Alberta,1996,A goal-directed theory of science eduction for nonscientists: its development and application,Science education; reading; theory application; philosophy of science education,Standard Research Grants,Subventions ordinaires de recherche,"Science, Mathematics","Sciences, mathématiques",Education,Éducation,Science and technology,Science et technologie
36,"Mitra, Devashis",Applicant,5050.00,1998,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1996,Explaining the market effects of dividend omission and dividend initiation annoncements,Dividend initiation omission signalling free cash flow information environment reaction,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
37,"Grant, Patrick",Applicant,4070.00,1998,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1996,Literature and religion in Northern Ireland,Literature and religion in Northern Ireland since 1968,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
38,"McAleer, J. Philip",Applicant,10500.00,1998,DalTech,DalTech,NS,Nova Scotia,Nouvelle-Écosse,1996,An architectural history of Ely Cathedral: the Middle Ages,Architecture; mediaeval; romanesque; gothic; Great Britain; ecclesiastical,Standard Research Grants,Subventions ordinaires de recherche,Art History,Histoire de l'art,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
39,"Schaller, Huntley",Applicant,5200.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,"Investment, learning, and horizons",Investment; learning; capital market imperfections; non-linear dynamics; Markov switching,Standard Research Grants,Subventions ordinaires de recherche,Macroeconomics and Monetary Economics,Macroéconomie et économie monétaire,Economics,Sciences économiques,"Economic, regional and industrial development","Développement économique, régional et industriel"
40,"Faulkner, Christopher",Applicant,1200.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,"A study of cinema and society in France in the 1930s, with particular emphasis upon the representation of difference",French cinema; national cinema; cinema and difference; film history,Standard Research Grants,Subventions ordinaires de recherche,Fine Arts,Beaux-arts,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
41,"Sénéchal, Monique",Applicant,16400.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,The literacy experience of young children: long-term effects of the development of language and reading,Emergent literacy; language development; shared book reading; reading acquisition,Standard Research Grants,Subventions ordinaires de recherche,Child and Adolescent Psychology,Psychologie de l'enfance et de l'adolescence,Psychology,Psychologie,Children and youth,Enfance et jeunesse
42,"Arnup, Katherine",Applicant,9914.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,Living in the margins: lesbian families in Canada,"alternative families, lesbian motherhood",Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Women,Femmes
43,"Carment, David",Applicant,9000.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,The international dimensions of ethnic conflict: early warning systems and conflict prevention,Ethnic conflict; conflict prevention; early warning; conflict management,Standard Research Grants,Subventions ordinaires de recherche,International Relations,Relations internationales,Political Science,Sciences politiques,"International relations, development and trade","Relations internationales, commerce et développement"
44,"Doern, Bruce",Applicant,15000.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,Canadian industrial policy institutions in a globalizing context,Industrial policy; micro economic governance; economic policy institutions; Canadian industrial and regional policy,Standard Research Grants,Subventions ordinaires de recherche,Political Science,Sciences politiques,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
45,"Pal, Leslie",Applicant,9000.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,"Nets, webs, and scapes: policy community dynamics in cyberspace",internet; interest groups; technology; social movements; communication,Standard Research Grants,Subventions ordinaires de recherche,Political Science,Sciences politiques,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
46,"O'Brien, Charles",Applicant,1000.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,Film histories in France: before and after the Liberation,Cinema; aesthetics; history; nation; culture; France; WWII,Standard Research Grants,Subventions ordinaires de recherche,"Cinema, Film Studies and Video","Cinéma, études cinématographiques et vidéo",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
47,"Hampson, Fen",Applicant,8000.00,1998,Carleton University,Carleton University,ON,Ontario,Ontario,1996,Reassessing the regional option: a new role for regional organizations in international conflict management,international affairs; international organization; regional organizations,Standard Research Grants,Subventions ordinaires de recherche,Political Science,Sciences politiques,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
48,"Cameron, Catherine Ann",Applicant,20800.00,1998,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1996,Becoming a recontextualized-language user: development of children's telephone communication,Telephone communication; language development; emergent literacy,Standard Research Grants,Subventions ordinaires de recherche,Early Childhood Education,Éducation préscolaire,Education,Éducation,Education,Éducation
49,"Hunsberger, Bruce",Applicant,35000.00,1998,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1996,The transition to adulthood: identity and values,transition; university; identity; values; socialization; religion; morality; politics; beliefs,Standard Research Grants,Subventions ordinaires de recherche,Child and Adolescent Psychology,Psychologie de l'enfance et de l'adolescence,Psychology,Psychologie,Children and youth,Enfance et jeunesse
50,"Courtney, John",Applicant,2000.00,1998,University of Saskatchewan,University of Saskatchewan,SK,Saskatchewan,Saskatchewan,1996,Redefining representation: contrasting representational values in Canada's parliamentary system,Parliamentary representation; multiculturalism and representation; courts and representational values,Standard Research Grants,Subventions ordinaires de recherche,Political Science,Sciences politiques,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
51,"Levin, Benjamin",Applicant,19400.00,1998,University of Manitoba,University of Manitoba,MB,Manitoba,Manitoba,1996,Reforming education: a study of recent large-scale government reforms of education from proposals to results,educational reform; public policy; policy implementation; politics of education,Standard Research Grants,Subventions ordinaires de recherche,"Educational Administration, Planning and Governance","Administration, planification et direction scolaires",Education,Éducation,Education,Éducation
52,"Symons, Sonya",Applicant,29000.00,1998,Acadia University,Acadia University,NS,Nova Scotia,Nouvelle-Écosse,1996,Locating information in text: strategy instruction for children in the elementary grades,Text search; instruction; literacy; reading; elementary education; instructional psychology,Standard Research Grants,Subventions ordinaires de recherche,Educational Psychology,Psychopédagogie,Education,Éducation,Literacy,Alphabétisation
53,"Best, Janice",Applicant,4420.00,1998,Acadia University,Acadia University,NS,Nova Scotia,Nouvelle-Écosse,1996,"Moralité, politique et dialogisme : la censure théâtrale au XIXe siècle",Censure; autocensure; dialogisme; moralité; politique; subversion; théâtre; opéra,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Arts and culture,Beaux-arts et culture
54,"Bloedow, Edmund",Applicant,1000.00,1998,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,1996,A critical study of Heinrich Schliemann and his contribution to Aegean prehistory,Excavation techniques; pottery; sherds; architecture; metal objects; skeletal remains; faunal remains; flora correspondence; publication,Standard Research Grants,Subventions ordinaires de recherche,"Classics, Classical & Dead Languages",Études anciennes et langues classiques et mortes,"Classics, Classical & Dead Languages",Études anciennes et langues classiques et mortes,Arts and culture,Beaux-arts et culture
56,"Donskov, Andrew",Applicant,7057.00,1998,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,1996,The concept of unity of peoples in the works of Leo Tolstoy,Unity of peoples study; variability; in Tolstoy's works/variants; unpubl. materials,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Slavic",Littérature slave,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
57,"Ruano de la Haza, José",Applicant,14114.00,1998,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,1996,Critical editions of Spanish Golden Age plays,Textual criticism; palaeography; Calderon; critical editions; comedias; autos,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Romance",Littérature romane,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
58,"Grutman, Rainier",Applicant,9510.00,1998,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,1996,Les langues de Hugo : théorie et pratique romantiques du plurilinguisme,romantisme (poétique et esthétique); plurilinguisme; intertextualité; littérature française; Victor Hugo,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Modern Languages and",Littératures et langues modernes,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
59,"Gwyn, Julian",Applicant,9000.00,1998,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,1996,"British North American Naval Squadron in Nova Scotian waters, 1766-1819: strategic and economic significance",British Navy and Nova Scotia 1766-1819: strategy and economics,Standard Research Grants,Subventions ordinaires de recherche,Military History,Histoire militaire,History,Histoire,"Economic, regional and industrial development","Développement économique, régional et industriel"
60,"Martin, Randall",Applicant,1000.00,1998,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,1996,A new scholarly edition of Shakespeare's 3 Henry VI,William Shakespeare; editing; textual theory; critical history; stage productions,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
61,"Gencay, Ramazan",Applicant,13000.00,1998,University of Windsor,University of Windsor,ON,Ontario,Ontario,1996,Consistent nonparametric learning algorithms with hints,Nonparametric learning; feedforward networks; hints,Standard Research Grants,Subventions ordinaires de recherche,Mathematical and Quantitative Methods,Méthodes mathématiques et quantitatives,Economics,Sciences économiques,Financial and Monetary Systems,Systèmes financiers et monétaires
62,"Valverde, Mariana",Applicant,6600.00,1998,University of Toronto,University of Toronto,ON,Ontario,Ontario,1996,The emergence of the alcoholic identity: a genealogy of addiction,alcohol; addiction; alcoholism; liquor control; inebriate asylums; AA,Standard Research Grants,Subventions ordinaires de recherche,Other Sociology,Sociologie (autres),Sociology,Sociologie,Social development and welfare,Développement social et bien-être
63,"Portugais, Jean",Applicant,24000.00,1998,Université de Montréal,Université de Montréal,QC,Québec,Québec,1996,La conceptualisation du travail de l'erreur chez des futurs enseignants du primaire au cours de leur formation initiale à l'enseignement,Didactique des mathématique; formation des enseignants; erreurs des élèves en arithmétiques; stratégies d'intervention sur les erreurs,Standard Research Grants,Subventions ordinaires de recherche,"Science, Mathematics","Sciences, mathématiques",Education,Éducation,Education,Éducation
64,"Bleton, Paul",Applicant,8692.00,1998,Télé-université,Télé-université,QC,Québec,Québec,1996,Histoire du roman western en France,western; histoire; genres paralittéraires,Standard Research Grants,Subventions ordinaires de recherche,"Literature, General",Littérature générale,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
65,"Paquette, Gilbert",Applicant,45000.00,1998,Télé-université,Télé-université,QC,Québec,Québec,1996,Modélisation des connaissances pour une méthode d'ingénierie didactique,Ingénierie didactique; design pédagogique; modélisation des connaissances; expertise pédagogique; atelier d'aide à la conception; méthode en éducation; système conseiller système conseiller,Standard Research Grants,Subventions ordinaires de recherche,"Teaching Methods, Pedagogy","Méthodes d'enseignement, pédagogie",Education,Éducation,Education,Éducation
66,"Gagné, Pierre",Applicant,23000.00,1998,Télé-université,Télé-université,QC,Québec,Québec,1996,Étude des représentations des activités d'apprentissage et d'encadrement chez les concepteurs et les étudiants de cours multimédiatisés à distance,Apprentissage; conception d'activités; distance; représentations; médias,Standard Research Grants,Subventions ordinaires de recherche,Distance Education,Enseignement à distance,Education,Éducation,Education,Éducation
67,"Buss, Andreas",Applicant,4590.00,1998,Université Sainte-Anne,Université Sainte-Anne,NS,Nova Scotia,Nouvelle-Écosse,1996,Individualism and the economic ethics of the Orient,individual; person; personality; economic ethics; occident; Russia; India; sects,Standard Research Grants,Subventions ordinaires de recherche,Sociology of Religion,Sociologie de la religion,Religious Studies,Études religieuses,Other,Autre
69,"Anderson, Ann",Applicant,23000.00,1998,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,1996,Young children's mathematical engagement in home and preschool environments,child development; early mathematical engagement; emergent mathematics; mediation of mathematics,Standard Research Grants,Subventions ordinaires de recherche,"Science, Mathematics","Sciences, mathématiques",Education,Éducation,Education,Éducation
70,"McGillivray, Anne",Applicant,4761.00,1998,University of Manitoba,University of Manitoba,MB,Manitoba,Manitoba,1996,Children and colonialism in Canadian history: a study of the nature and effect of changing European and Euro-Canadian images of Aboriginal childhood to 1950,law; colonialism; children; Canadian First Nations; child welfare; social theory,Standard Research Grants,Subventions ordinaires de recherche,Family Law,Droit de la famille,Law,Droit,Children and youth,Enfance et jeunesse
72,"Leong, Che Kan",Applicant,15000.00,1998,University of Saskatchewan,University of Saskatchewan,SK,Saskatchewan,Saskatchewan,1996,Restrictive interaction of morphological and phonological knowledge in older students' reading and spelling,Phonological processing; reading/spelling interaction and impairment; literacy,Standard Research Grants,Subventions ordinaires de recherche,Educational Psychology,Psychopédagogie,Education,Éducation,Literacy,Alphabétisation
73,"Baker, W. Michael",Applicant,15000.00,1998,University of Toronto,University of Toronto,ON,Ontario,Ontario,1996,Aging and ethnicity: studies of the labour market behaviour of older workers and differences in economic outcomes across ethnic groups,Retirement; aging; family labour supply; poverty; savings; ethnicity; discrimination,Standard Research Grants,Subventions ordinaires de recherche,Labour and Demographic Economics,Économie du travail et démographie,Economics,Sciences économiques,Employment and labour,Emploi et travail
74,"Limbrick, Elaine",Applicant,9211.00,1998,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1996,Research for book on Pierre-Daniel Huet anti-Cartesian and Christian sceptic,17th century French scepticism; anti-Cartesianism; faith versus reason,Standard Research Grants,Subventions ordinaires de recherche,History of Philosophy,Histoire de la philosophie,Philosophy,Philosophie,Arts and culture,Beaux-arts et culture
75,"Nichol, Donald",Applicant,5415.00,1998,Memorial University of Newfoundland,Memorial University of Newfoundland,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1996,The origins of intellectual property,18th century book trade; literary/legal history; publishing; copyright; imprints; piracy,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English - Bibliographical Studies",Littérature anglaise - Études bibliographiques,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
76,"St-Onge, Sylvie",Applicant,12650.00,1998,HEC Montréal,HEC Montréal,QC,Québec,Québec,1996,L'efficacité des régimes de participation aux bénéfices : une étude au sein du Mouvement Desjardins,Régime de participation aux bénéfices; efficacité,Standard Research Grants,Subventions ordinaires de recherche,Personnel Management,Gestion du personnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
77,"Pauly, Louis",Applicant,15000.00,1998,University of Toronto,University of Toronto,ON,Ontario,Ontario,1996,The comparative and international politics of corporate control,corporate governance; corporate financing; international/comparative political economy,Standard Research Grants,Subventions ordinaires de recherche,International Relations,Relations internationales,Political Science,Sciences politiques,"International relations, development and trade","Relations internationales, commerce et développement"
78,"Gosselin, Pierre",Applicant,7800.00,1998,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,1996,Élaboration d'un modèle stratégique pour l'enseignement des arts plastiques,Didactique des arts plastiques; enseignement des arts; modélisation; créativité,Standard Research Grants,Subventions ordinaires de recherche,Arts Education,Enseignement des arts,Education,Éducation,Education,Éducation
78,"Gosselin, Pierre",Applicant,7800.00,1998,Université de Sherbrooke,Université de Sherbrooke,QC,Québec,Québec,1996,Élaboration d'un modèle stratégique pour l'enseignement des arts plastiques,Didactique des arts plastiques; enseignement des arts; modélisation; créativité,Standard Research Grants,Subventions ordinaires de recherche,Arts Education,Enseignement des arts,Education,Éducation,Education,Éducation
79,"Jonnaert, Philippe",Applicant,29000.00,1998,Université de Sherbrooke,Université de Sherbrooke,QC,Québec,Québec,1996,Effets des représentations des enseignants de première primaire sur les difficultés d'apprentissage des concepts numériques de base de leurs élèves,Représentation; apprentissage; mathématique; didactique; enseignement primaire; difficultés d'apprentissage; concepts de base en mathématique; formation didactique des enseignements formation,Standard Research Grants,Subventions ordinaires de recherche,Teacher education,Formation des maîtres,Education,Éducation,Education,Éducation
80,"Tremblay, Luc",Applicant,9000.00,1998,Université de Sherbrooke,Université de Sherbrooke,QC,Québec,Québec,1996,Le fondement normatif des raisons justifiant les restrictions aux droits fondamentaux dans une société libre et démocratique et la constitution,1-primauté du droit; 2-théorie constitutionnelle; 3-droits fondamentaux - aspects moraux et politiques; 4-contrôle judiciare,Standard Research Grants,Subventions ordinaires de recherche,Jurisprudence,Jurisprudence,Law,Droit,Law and justice,Droit et justice
81,"Létourneau, Pierre",Applicant,5200.00,1998,Université de Montréal,Université de Montréal,QC,Québec,Québec,1996,"Programme d'analyse des citations du Nouveau Testament dans les textes coptes de Nag Hammadi, I : les dialogues de révélation",Exégèse; Nouveau Testament; christianisme primitif; gnosticisme; analyse rédactionnelle; index; synopse,Standard Research Grants,Subventions ordinaires de recherche,Scripture,Écriture sainte,Religious Studies,Études religieuses,Not Subject to Research Classification,Codification non pertinente
82,"Rasid, Harun",Applicant,12000.00,1998,Lakehead University,Lakehead University,ON,Ontario,Ontario,1996,Participatory rural appraisal and discrete choice experiments for improving floodplain management in Bangladesh,Participatory research; discrete choice experiments; floodplain management; Bangladesh,Standard Research Grants,Subventions ordinaires de recherche,Geography,Géographie,Geography,Géographie,Environment and Sustainability,Environnement et développement durable
83,"Dainard, James Alan",Applicant,28170.00,1998,University of Toronto,University of Toronto,ON,Ontario,Ontario,1996,A 14-volume critical edition entitled Correspondance de Madame de Graffigny,editing unpublished correspondence of 18th-century woman novelist-playwright,Standard Research Grants,Subventions ordinaires de recherche,"Literature, French",Littérature française,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
84,"Brandt, Loren",Applicant,13000.00,1998,University of Toronto,University of Toronto,ON,Ontario,Ontario,1996,Institutional change and household behaviour in rural China,rural reform; factor markets; farm household behaviour; income distribution; role of women,Standard Research Grants,Subventions ordinaires de recherche,"Economic Development, Technological Change & Growth","Dév. économique, changement technologique et croissance",Economics,Sciences économiques,"Economic, regional and industrial development","Développement économique, régional et industriel"
