cle,Name-Nom,role,AwardAmount,FiscalYear-Exercice financier,Institution,Établissement,Province_ID,ProvinceEN,ProvinceFR,Competition_Year,Title,Keywords,ProgramNameEN,ProgramNameFR,DisciplineEN,DisciplineFR,MainDisciplineEN,MainDisciplineFR,Area_of_ResearchEN,Area_of_ResearchFR
1104,"Carayannopoulos, Peter",Applicant,3400.00,2000,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1998,An examination of the pricing behaviour of corporate convertible bonds,embedded options; convertible bonds; market efficiency,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
1105,"Slocombe, Donald",Applicant,12000.00,2000,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1998,"Transdisciplinary integration in resource and environmental management: needs, approaches and tools",resource management; ecological assessment; ecological economics; systems; sustainability; environmental planning and management,Standard Research Grants,Subventions ordinaires de recherche,"Urban and Regional Studies, Environmental Studies","Urbanisme, aménag. régional, études environnementales","Urban and Regional Studies, Environmental Studies","Urbanisme, aménag. régional, études environnementales",Environment and Sustainability,Environnement et développement durable
1106,"Paquet, Renaud",Applicant,10300.00,2000,Université du Québec en Outaouais,Université du Québec en Outaouais,QC,Québec,Québec,1998,L'influence des variables individuelles et organisationnelles à l'égard du degré de participation des salariés aux activités syndicales,Syndicalisme; implication; relations de travail; stratégie; secteur public,Standard Research Grants,Subventions ordinaires de recherche,Unions,Syndicats,Industrial Relations,Relations industrielles,Employment and labour,Emploi et travail
1107,"Ripstein, Arthur",Applicant,7400.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,A study of cases in which past actions prevent from invoking ordinary principles of responsibility in law and morality,responsibility; law; estoppel; liability,Standard Research Grants,Subventions ordinaires de recherche,Political Philosophy,Philosophie politique,Philosophy,Philosophie,Law and justice,Droit et justice
1108,"Sénécal, Gilles",Applicant,14000.00,2000,Institut national de la recherche scientifique,Institut national de la recherche scientifique,QC,Québec,Québec,1998,L'évolution récente des politiques urbaines en environnement à Montréal : essoufflement ou renouveau,Politiques urbaines; environnement; réaménagement urbain; développement durable; gestion locale; Montréal; études comparées,Standard Research Grants,Subventions ordinaires de recherche,Urban Geography,Géographie urbaine,Geography,Géographie,Environment and Sustainability,Environnement et développement durable
1109,"Jackson, James R. de J.",Applicant,23000.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,"Romantic poetry in North America: A bibliography, 1770-1835",Bibliography; literary history; American literature,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1110,"Rinfret, Natalie",Applicant,17000.00,2000,École nationale d'administration publique,École nationale d'administration publique,QC,Québec,Québec,1998,L'impact de la décroissance organisationnelle sur la motivation et la santé mentale des employés,Contexte économique; changement organisationnel; justice perçue; motivation; santé mentale,Standard Research Grants,Subventions ordinaires de recherche,Personnel Management,Gestion du personnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
1111,"Purdy, Anthony",Applicant,16890.00,2000,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1998,The presence of the past: On the representation of cultural memory,Culture; memory; literature; chronotope; mnemotope; interdisciplinarity; museum; collecting; exhibition; zoo,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Comparative",Littérature comparée,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1112,"Abwunza, Judith",Applicant,17000.00,2000,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1998,"Africa urban poor resilience strategies: Nairobi city wives, other women and men confront economic risk and disintegrating kin reciprocal relations",Women; gender; urban; poverty; economics; self-generated resilience; kinship deterioration,Standard Research Grants,Subventions ordinaires de recherche,Anthropology of Modern Societies,Anthropologie des sociétés modernes,Anthropology,Anthropologie,Women,Femmes
1113,"New, William",Applicant,16000.00,2000,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,1998,Encyclopedia of Literature in Canada,encyclopedia; Canadian literature; anglophone; francophone; multicultural; First Nations; publishing industry; genre; biocriticism,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English Canadian",Littérature canadienne-anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1114,"Millgate, Jane",Applicant,33000.00,2000,"Victoria University, Toronto","Victoria University, Toronto",ON,Ontario,Ontario,1998,A Union Catalogue of the correspondence of Sir Walter Scott and related projects on Scott and the history of the book,Walter Scott; correspondence; authorship; history of the book; publishing; romanticism,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1115,"Bold, Christine",Applicant,11734.00,2000,University of Guelph,University of Guelph,ON,Ontario,Ontario,1998,The Federal Writers' Project 1935-43: A study in government sponsorship of the arts,government arts patronage; public culture; 1930's literatures; politics and literature,Standard Research Grants,Subventions ordinaires de recherche,"Literature, American",Littérature américaine,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1116,"Johnston, Alexandra",Applicant,7350.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,Records of Early English Drama and the history of regional entertainment,"drama; music history (theatre, social, church); folklore; patronage; multidisciplinary",Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1117,"Engineer, Merwan",Applicant,9400.00,2000,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1998,"Models of fiat money, asset liquidity, and bank stability",Fiat money; search; liquidity; bargaining; credit chain; bank runs,Standard Research Grants,Subventions ordinaires de recherche,Macroeconomics and Monetary Economics,Macroéconomie et économie monétaire,Economics,Sciences économiques,Financial and Monetary Systems,Systèmes financiers et monétaires
1118,"Keller, C. Peter",Applicant,5000.00,2000,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1998,Design and evaluation of a collaborative spatial decision support system to determine value of land for tourism in planning and treaty negotiations,Land value; Gestalt analysis; AHP; contigent valuation; hedonic valuation; spatial decision support systems; tourism,Standard Research Grants,Subventions ordinaires de recherche,Land Use Geography,Utilisation des sols,Geography,Géographie,"Leisure, recreation and tourism",Loisirs et tourisme
1119,"Giles, Judith",Applicant,10000.00,2000,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1998,Some aspects of the empirical analysis of economic growth,Neoclassical/endogenous growth threshold; stochastic unit roots; cointegration,Standard Research Grants,Subventions ordinaires de recherche,"Economic Development, Technological Change & Growth","Dév. économique, changement technologique et croissance",Economics,Sciences économiques,"Economic, regional and industrial development","Développement économique, régional et industriel"
1120,"Klausner, David",Applicant,8130.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,Records of early drama: Wales,"Drama; music; dance; history; (theatre, church, cultural) folklore, interdisciplinary",Standard Research Grants,Subventions ordinaires de recherche,"Theatre, Drama",Théâtre,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1121,"Feinberg, Fred",Applicant,4600.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,"Modeling the Effects of Short-Run Strategic Actions on Long-Run Structure in Dynamic, Multi-Firm Markets",marketing models; diffusion; advertising; brand choice; hysteresis,Standard Research Grants,Subventions ordinaires de recherche,Marketing,Marketing,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
1122,"Knowles, Richard",Applicant,9050.00,2000,University of Guelph,University of Guelph,ON,Ontario,Ontario,1998,Reading the material theatre in the contemporary English-speaking world,Theatre; cultural materialism; contemporary; performance; interpretation,Standard Research Grants,Subventions ordinaires de recherche,"Theatre, Drama",Théâtre,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1123,"Kilgour, D. Marc",Applicant,16500.00,2000,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1998,The analysis of interacting decisions: applications and new developments,Game theory; institutional analysis; arms control; enforcement; environmental management; deterrence; negotiation; inspection; peace operations; graph model for conflict resolution,Standard Research Grants,Subventions ordinaires de recherche,International Relations,Relations internationales,Political Science,Sciences politiques,"International relations, development and trade","Relations internationales, commerce et développement"
1124,"Santosuosso, Alma Colk",Applicant,6801.00,2000,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1998,Music theory in Mediaeval Normandy,Normandy; music theory manuscripts; Mont St-Michel,Standard Research Grants,Subventions ordinaires de recherche,"Music, Musicology","Musique, Musicologie",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1125,"Siklos, Pierre",Applicant,14423.00,2000,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1998,The institutional determinants of inflation and inflation targeting,Inflation; inflation targets; panel estimation; central bank autonomy and accountability,Standard Research Grants,Subventions ordinaires de recherche,Macroeconomics and Monetary Economics,Macroéconomie et économie monétaire,Economics,Sciences économiques,Politics and government,Politique et gouvernement
1126,"Arai, Bruce",Applicant,20100.00,2000,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1998,Forms of flexibility in Canadian industrial districts,Small business; industrial relations; regional economies; flexibility; competition; cooperation,Standard Research Grants,Subventions ordinaires de recherche,Social Institutions,Institutions sociales,Sociology,Sociologie,"Economic, regional and industrial development","Développement économique, régional et industriel"
1127,"Leprohon, Ronald",Applicant,7880.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,The topography of the ancient Egyptian underworld before the new kingdom,Religious studies; ancient Egypt; relgious texts,Standard Research Grants,Subventions ordinaires de recherche,Ancient Religions,Religions anciennes,Religious Studies,Études religieuses,Education,Éducation
1128,"Heath, Joseph",Applicant,11355.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,Normative control in culture-dependent species as an evolutionary strategy,Action theory; rational choice; social norms; memetics,Standard Research Grants,Subventions ordinaires de recherche,Philosophy,Philosophie,Philosophy,Philosophie,Ethics,Éthique
1129,"Lee, Alvin",Applicant,30000.00,2000,"Victoria University, Toronto","Victoria University, Toronto",ON,Ontario,Ontario,1998,Editing for publication volumes 4-13 of The Collected Works of Northrop Frye,Original archival and other research; preparation of scholarly editions of texts,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1130,"Rice, Paul",Applicant,4300.00,2000,Memorial University of Newfoundland,Memorial University of Newfoundland,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1998,"The English Secular Cantata, 1740-1800",Cantata; bibliography; style study; score editing; publication,Standard Research Grants,Subventions ordinaires de recherche,"Music, Musicology","Musique, Musicologie",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1131,"Reid, David",Applicant,18900.00,2000,Acadia University,Acadia University,NS,Nova Scotia,Nouvelle-Écosse,1998,The psychology of reasoning in school mathematics,Cognition; math ed. classroom research; metacognition; problem solving; reasoning; emotion,Standard Research Grants,Subventions ordinaires de recherche,"Science, Mathematics","Sciences, mathématiques",Education,Éducation,Education,Éducation
1132,"Nurse, Derek",Applicant,2530.00,2000,Memorial University of Newfoundland,Memorial University of Newfoundland,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1998,The tense/aspect systems of Bantu languages,Verbal categories; tense; mood; aspect; system; Bantu; typology,Standard Research Grants,Subventions ordinaires de recherche,Morphology,Morphologie,Linguistics,Linguistique,Not Subject to Research Classification,Codification non pertinente
1134,"Stalker, Carol",Applicant,25053.00,2000,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1998,The effect of informal social support and negative social interactions on maintenance of treatment gains for survivors of childhood abuse,Social support; negative social interactions; child abuse; post-traumatic stress disorder,Standard Research Grants,Subventions ordinaires de recherche,Social Work,Travail social,Social Work,Travail social,Health,Santé
1136,"Legendre, Marie-Françoise",Applicant,22400.00,2000,Université de Montréal,Université de Montréal,QC,Québec,Québec,1998,Étude de l'apprentissage de concepts physiques et logico-mathématiques reliés aux lois du mouvement à aide de l'ordinateur,Psychologie congnitive; apprentissage des sciences; enseignement des sciences ; enseignement secondaire; APO (applications pédagogiques de l'ordinateur,Standard Research Grants,Subventions ordinaires de recherche,Computer Assisted Instruction and Learning,Enseignement et apprentissage assistés par ordinateur,Education,Éducation,Education,Éducation
1137,"Leyton, Elliott",Applicant,1810.00,2000,Memorial University of Newfoundland,Memorial University of Newfoundland,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1998,Tabloids and mass culture: an anthropological analysis,Tabloids; mass culture; proletarian culture; women's culture,Standard Research Grants,Subventions ordinaires de recherche,Communications and Media Studies,Communications et études des médias,Communications and Media Studies,Communications et études des médias,Arts and culture,Beaux-arts et culture
1138,"Lynde, Denyse",Applicant,5032.00,2000,Memorial University of Newfoundland,Memorial University of Newfoundland,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1998,Newfoundland theatre research - the community,Archival resources; field research and retrieval; analysis,Standard Research Grants,Subventions ordinaires de recherche,"Theatre, Drama",Théâtre,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1139,"Brown, James",Applicant,7850.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,Ideological debates in the sciences,science wars; social constructivism; philosophy; rationality,Standard Research Grants,Subventions ordinaires de recherche,Philosophy of Science and Technology,Philosophie des sciences et de la technologie,Philosophy,Philosophie,Science and technology,Science et technologie
1140,"Haskett, Timothy",Applicant,9323.00,2000,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1998,"The wills of mediaeval England, 1066-1550",history; law; theology; society; wills; diplomatic; women; prosopography; jurisprudence,Standard Research Grants,Subventions ordinaires de recherche,Mediaeval History,Histoire médiévale,Mediaeval Studies,Études médiévales,Other,Autre
1141,"Perron, Paul",Applicant,29400.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,Théorie et pratique du roman : contribution à une étude multidisciplinaire de l'évolution du genre,Théorie; pratique; roman; multidisciplinaire; genre,Standard Research Grants,Subventions ordinaires de recherche,"Literature, French",Littérature française,"Literature, Modern Languages and",Littératures et langues modernes,Other,Autre
1143,"Raboy, Marc",Applicant,17800.00,2000,Université de Montréal,Université de Montréal,QC,Québec,Québec,1998,The politics of media policy,communication policy; media policy; media regulation; political economy of media; broadcasting; telecommunication; technological convergence;globalization globalization,Standard Research Grants,Subventions ordinaires de recherche,Communications and Media Studies,Communications et études des médias,Communications and Media Studies,Communications et études des médias,Communication,Communications
1144,"Sprumont, Yves",Applicant,12000.00,2000,Université de Montréal,Université de Montréal,QC,Québec,Québec,1998,Cooperation and distributive justice,cooperation; rationalizability; fairness; cost sharing; equal opportunity; compensation,Standard Research Grants,Subventions ordinaires de recherche,Other Economics,Économie (autres),Economics,Sciences économiques,Social development and welfare,Développement social et bien-être
1145,"Fortmann, Michel",Applicant,9500.00,2000,Université de Montréal,Université de Montréal,QC,Québec,Québec,1998,The next wave: military revolutions and state building from the late middle-ages to the present,war; state; armament; technology; administration; army; finance; cycles; evolution,Standard Research Grants,Subventions ordinaires de recherche,International Relations,Relations internationales,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
1146,"Gaudet, Gérard",Applicant,17000.00,2000,Université de Montréal,Université de Montréal,QC,Québec,Québec,1998,"Problèmes d'économie des ressources naturelles : aspects spatio-temporels, cartelisation sous incertain et régimes de droits de propriété",ressources naturelles; localisation; cartels; droits de propriété; propriété commune,Standard Research Grants,Subventions ordinaires de recherche,"Natural Resources, Environment, Energy","Ressources naturelles, environnement, énergie",Economics,Sciences économiques,Energy and natural resources,Énergie et ressources naturelles
1147,"Gaudreault, André",Applicant,12800.00,2000,Université de Montréal,Université de Montréal,QC,Québec,Québec,1998,"Reprise, aboutage et assemblage : l'avènement du montage au cinéma (1890-1903)",histoire du cinéma; cinéma des premiers temps; montage; institutionnalisation,Standard Research Grants,Subventions ordinaires de recherche,"Cinema, Film Studies and Video","Cinéma, études cinématographiques et vidéo",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1148,"Huberman, Michael",Applicant,4500.00,2000,Université de Montréal,Université de Montréal,QC,Québec,Québec,1998,Topics in economic history: (1) enforcing wage contracts in 19th century Lancashire textile industry; (2) the convergence hours of work in the 19th century,piece rates; reputations; self-enforced contracts; textile industry; British economic history; hours of work; convergence; trade; international economic history,Standard Research Grants,Subventions ordinaires de recherche,Economic History,Histoire économique,Economics,Sciences économiques,Employment and labour,Emploi et travail
1149,"Landry, Yves",Applicant,30000.00,2000,Université de Montréal,Université de Montréal,QC,Québec,Québec,1998,Reproduction sociale en sol français des immigrants établis au Canada aux XVIIe et XVIIIe siècles,histoire; démographie; reproduction sociale; Nouvelle-France; immigrants; archives notariales; registres paroissiaux,Standard Research Grants,Subventions ordinaires de recherche,Social History,Histoire sociale,History,Histoire,Family,Famille
1150,"Fenwick, Tara",Applicant,30000.00,2000,University of Alberta,University of Alberta,AB,Alberta,Alberta,1998,Canadian women entrepreneurs: a study of workplace learning,workplace learning processes; women's development; life history; women's entrepreneurism,Standard Research Grants,Subventions ordinaires de recherche,"Adult, Continuing, Community Education","Andragogie, éducation perm., éducation communautaire",Education,Éducation,Women,Femmes
1151,"Tester, Frank",Applicant,29500.00,2000,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,1998,Historical relations of health care in the Eastern Arctic: health care policy implications,Inuit/health history; medical services; mental health; social construction of health; Eastern Arctic; health policy,Standard Research Grants,Subventions ordinaires de recherche,Welfare State,État providence,Social Work,Travail social,Health,Santé
1152,"Quesada, J. Diego",Applicant,6892.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,Aspects of Teribe grammar,Descriptive grammar; Amerindian linguistics; endangered languages; language typology,Standard Research Grants,Subventions ordinaires de recherche,Grammar,Grammaire,Linguistics,Linguistique,Indigenous peoples,Populations indigènes
1153,"Seager, William",Applicant,6100.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,Philosophical foundations of cognitive science,mind; consciousness; cognitive science; philosophy of science,Standard Research Grants,Subventions ordinaires de recherche,"Analytical Philosophy, Linguistic Philsophy","Philosophie analytique, philosophie linguistique",Philosophy,Philosophie,Other,Autre
1154,"Mullan, David",Applicant,9100.00,2000,Cape Breton University,Cape Breton University,NS,Nova Scotia,Nouvelle-Écosse,1998,Patterns of piety and theology in restoration Scotland,Scotland; Calvinism; evangelicalism; covenants; Presbyterianism; Episcopalianism; piety,Standard Research Grants,Subventions ordinaires de recherche,Church History,Histoire de l'Église,Religious Studies,Études religieuses,Other,Autre
1155,"Christofides, Louis",Applicant,12500.00,2000,University of Guelph,University of Guelph,ON,Ontario,Ontario,1998,Empirical investigations of labour market issues,social assistance; labour force participation; hours; inflation; wage flexibility; symmetry,Standard Research Grants,Subventions ordinaires de recherche,Labour and Demographic Economics,Économie du travail et démographie,Economics,Sciences économiques,Employment and labour,Emploi et travail
1156,"Parker, Douglas",Applicant,4034.00,2000,Laurentian University of Sudbury,Université Laurentienne de Sudbury,ON,Ontario,Ontario,1998,A critical edition of Robert Barnes' A Supplicatyon made by Robert Barnes Vnto Henry the Eyght,edition; reformation; literature; history; theology; reformist culture,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1157,"Corman, June",Applicant,10000.00,2000,Brock University,Brock University,ON,Ontario,Ontario,1998,"Being the teacher from morning to night: rural teachers at work, at play, and in the community",Work; education; gender; social change; historical sociology; community; social relations,Standard Research Grants,Subventions ordinaires de recherche,Sociology,Sociologie,Sociology,Sociologie,Employment and labour,Emploi et travail
1158,"Petty, Sheila",Applicant,5196.00,2000,The University of Regina,The University of Regina,SK,Saskatchewan,Saskatchewan,1998,The archeology of memory: transnational visions of Africa in a borderless cinema,Cinema; Africa; diaspora; distance; culture; identity; borders; memory; transnational; migrancy,Standard Research Grants,Subventions ordinaires de recherche,"Cinema, Film Studies and Video","Cinéma, études cinématographiques et vidéo",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1159,"Galloway, Brent",Applicant,8576.00,2000,The University of Regina,The University of Regina,SK,Saskatchewan,Saskatchewan,1998,First dictionaries of Upriver Halkomelem and Nooksack (endangered Indian languages of Canada's northwest coast) with articles on descriptive and theoretical semantics,Descriptive linguistics; dictionaries; Salish Amerindian languages; Halkomelem; Nooksack; semantics; theory,Standard Research Grants,Subventions ordinaires de recherche,"Lexicology, Lexicography","Lexicologie, lexicographie",Linguistics,Linguistique,Indigenous peoples,Populations indigènes
1160,"Shanner, Laura",Applicant,11500.00,2000,University of Alberta,University of Alberta,AB,Alberta,Alberta,1998,Reconsidering the maternal-fetal relationship: an ontological problem underlying ethical and political questions,Biothics; philosophy; pregnancy; maternal-fetal relationship; ontology; embodiment; health policy,Standard Research Grants,Subventions ordinaires de recherche,Ethics,Éthique,Philosophy,Philosophie,Ethics,Éthique
1161,"Jones, Glen",Applicant,19644.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,The academic Senate and university governance in Canada,university; governance; higher education; academic; administration,Standard Research Grants,Subventions ordinaires de recherche,Higher Education,Enseignement supérieur,Education,Éducation,Education,Éducation
1162,"Rubinoff, Arthur",Applicant,24000.00,2000,University of Toronto,University of Toronto,ON,Ontario,Ontario,1998,"Difference, official nationalism and the construction of political community in post-independence India",Diversity; difference; identity; state; political community; integration; nationalism,Standard Research Grants,Subventions ordinaires de recherche,Political Science,Sciences politiques,Political Science,Sciences politiques,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
1163,"Farfan, Penny",Applicant,2942.25,2000,The University of Regina,The University of Regina,SK,Saskatchewan,Saskatchewan,1998,"Feminist discourse through and about performance, late 19th century to early 20th century","Ellen Terry; Edith Craig; feminist performance practice, theory and criticism; modern drama and theatre history",Standard Research Grants,Subventions ordinaires de recherche,"Theatre, Drama",Théâtre,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1163,"Farfan, Penny",Applicant,981.00,2000,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,1998,"Feminist discourse through and about performance, late 19th century to early 20th century","Ellen Terry; Edith Craig; feminist performance practice, theory and criticism; modern drama and theatre history",Standard Research Grants,Subventions ordinaires de recherche,"Theatre, Drama",Théâtre,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1164,"Cameron, Judy",Applicant,14000.00,2000,University of Alberta,University of Alberta,AB,Alberta,Alberta,1998,"Cultivating interest and performance through rewards based on challenge, mastery, and effort",rewards and intrinsic motivation; rewards and intrinsic interest; learned industriousness; social cognitive theory,Standard Research Grants,Subventions ordinaires de recherche,Educational Psychology,Psychopédagogie,Education,Éducation,Education,Éducation
