cle,Name-Nom,role,AwardAmount,FiscalYear-Exercice financier,Institution,Établissement,Province_ID,ProvinceEN,ProvinceFR,Competition_Year,Title,Keywords,ProgramNameEN,ProgramNameFR,DisciplineEN,DisciplineFR,MainDisciplineEN,MainDisciplineFR,Area_of_ResearchEN,Area_of_ResearchFR
1796,"Blanchard, Ray",Applicant,21000.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,Cognitive functioning in pedophiles,pedophilia; sex offenders; sexual behaviour; neuropsychology; IQ; cognitive functioning,Standard Research Grants,Subventions ordinaires de recherche,Sexology,Sexologie,Psychology,Psychologie,Health,Santé
1797,"Roth, Wolff-Michael",Applicant,40000.00,2001,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1999,Learning in heterogeneous and overlapping knowledge-building communities,Science; education; situated cognition; environment; communities of practice,Standard Research Grants,Subventions ordinaires de recherche,"Science, Mathematics","Sciences, mathématiques",Education,Éducation,Education,Éducation
1798,"Grant, Jill",Applicant,2875.00,2001,Dalhousie University,Dalhousie University,NS,Nova Scotia,Nouvelle-Écosse,1999,Evaluating the adoption of new urbanism (with an overlay of sustainability) as a model of community design in planning,community planning; new urbanism; sustainable development; zoning; practice; values,Standard Research Grants,Subventions ordinaires de recherche,Urban Planning,Planification urbaine,"Urban and Regional Studies, Environmental Studies","Urbanisme, aménag. régional, études environnementales",Politics and government,Politique et gouvernement
1798,"Grant, Jill",Applicant,8625.00,2001,Nova Scotia College of Art and Design University,Nova Scotia College of Art and Design University,NS,Nova Scotia,Nouvelle-Écosse,1999,Evaluating the adoption of new urbanism (with an overlay of sustainability) as a model of community design in planning,community planning; new urbanism; sustainable development; zoning; practice; values,Standard Research Grants,Subventions ordinaires de recherche,Urban Planning,Planification urbaine,"Urban and Regional Studies, Environmental Studies","Urbanisme, aménag. régional, études environnementales",Politics and government,Politique et gouvernement
1799,"Hunsberger, Bruce",Applicant,30000.00,2001,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,1999,The transition to adulthood: values and identity,Values; identity; socialization; religion; morality; politics; beliefs;,Standard Research Grants,Subventions ordinaires de recherche,Child and Adolescent Psychology,Psychologie de l'enfance et de l'adolescence,Psychology,Psychologie,Children and youth,Enfance et jeunesse
1800,"Cruikshank, Julie",Applicant,10000.00,2001,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,1999,Climate change in Northern Canada: Perspectives from Southwest Yukon First Nations communities,Environmental anthropology; ethnohistory; oral tradition; historical ecology; collaborative research,Standard Research Grants,Subventions ordinaires de recherche,Cultural Anthropology,Anthropologie culturelle,Anthropology,Anthropologie,Environment and Sustainability,Environnement et développement durable
1801,"Lajoie, Andrée",Applicant,35906.00,2001,Université de Montréal,Université de Montréal,QC,Québec,Québec,1999,Théories et émergence du droit,Théorie; pluralisme; analyse systémale; sociologie institutionnaliste; effectivité autochtones; santé,Standard Research Grants,Subventions ordinaires de recherche,Law,Droit,Law,Droit,Law and justice,Droit et justice
1802,"Kaplan, Bonnie",Applicant,15000.00,2001,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,1999,"Adult ADHD: perceptions of childhood, attributional styles and psychologic function in men identified in adulthood",Adult ADHD; attributional style; perceptions of childhood,Standard Research Grants,Subventions ordinaires de recherche,Psychology,Psychologie,Psychology,Psychologie,Family,Famille
1803,"West, Malcolm",Applicant,10000.00,2001,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,1999,The convergent validity of two measures of assessing adult attachment,Adult attachment; assessment; representational; attachment classification,Standard Research Grants,Subventions ordinaires de recherche,Personality,Personnalité,Psychology,Psychologie,Family,Famille
1804,"Maltais, Danielle",Applicant,22700.00,2001,Université du Québec à Chicoutimi,Université du Québec à Chicoutimi,QC,Québec,Québec,1999,Soutien social; stratégies d'adaptation et état de santé des sinistrés vivant en milieu rural,Désastre naturel; état de santé; stratégies d'adaptation; soutien social,Standard Research Grants,Subventions ordinaires de recherche,Other Social Work,Travail social (autres),Social Work,Travail social,Health,Santé
1805,"Rutherford, Paul",Applicant,8000.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,The sexual sell: publicity as erotica in the 20th century,Cultural history; advertising studies; image analysis; history of the body,Standard Research Grants,Subventions ordinaires de recherche,Cultural History,Histoire culturelle,History,Histoire,Communication,Communications
1806,"Kinnear, Mary",Applicant,4000.00,2001,University of Manitoba,University of Manitoba,MB,Manitoba,Manitoba,1999,A woman of the world: Mary McGeachy and international community,Women's history; worldmindedness; feminism; biography; civil society; transnational organisation; volunteer organisations; international community,Standard Research Grants,Subventions ordinaires de recherche,Women's History,Histoire des femmes,History,Histoire,Women,Femmes
1807,"Waddams, Stephen",Applicant,8700.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,Dimensions of private law,Law; private law; obligations; common law; classification,Standard Research Grants,Subventions ordinaires de recherche,Law,Droit,Law,Droit,Law and justice,Droit et justice
1808,"Mulvihill, James",Applicant,3000.00,2001,University of Alberta,University of Alberta,AB,Alberta,Alberta,1999,Romantic counter-enlightenment: the regressive in the public culture of early 19th-century England,19th-century culture; romanticism; enlightenment,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Modern Languages and",Littératures et langues modernes,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1811,"Stanivukovic, Goran",Applicant,7441.00,2001,Saint Mary's University,Saint Mary's University,NS,Nova Scotia,Nouvelle-Écosse,1999,"The politics of gender, the market, and the popular romance in Renaissance England, 1588-1634",Genre formation; popular fiction; gender and sexuality; queer theory; print culture,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English - Criticism",Littérature anglaise - Critique littéraire,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1812,"Chambers, Jack",Applicant,44072.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,Dialect topography of central Canada,Sociolinguistics; dialectology; variation theory; language change; computational methods,Standard Research Grants,Subventions ordinaires de recherche,Sociolinguistics,Sociolinguistique,Linguistics,Linguistique,Arts and culture,Beaux-arts et culture
1813,"Beiner, Ronald",Applicant,7500.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,Civil religion,Religion and politics; history of political thought; liberalism; critique of liberalism; theocracy,Standard Research Grants,Subventions ordinaires de recherche,Political Thought and Political Theory,Pensée et théories politiques,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
1814,"Adams-Webber, Jack",Applicant,11739.00,2001,Brock University,Brock University,ON,Ontario,Ontario,1999,Self-reflection in childhood: a development study,social cognition; impression formtation,Standard Research Grants,Subventions ordinaires de recherche,Personality,Personnalité,Psychology,Psychologie,Other,Autre
1815,"Beckett, Sandra",Applicant,14877.00,2001,Brock University,Brock University,ON,Ontario,Ontario,1999,Intertextuality in contemporary western children's literature,children's literature; 20th century; theory; intertextuality; metafiction; retellings; reversions; allusion,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Comparative",Littérature comparée,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1816,"Demopoulos, William",Applicant,8430.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,The reality of the past and quantum reality,"Quantum logic; realism; indeterminacy, realism about the past",Standard Research Grants,Subventions ordinaires de recherche,"Analytical Philosophy, Linguistic Philsophy","Philosophie analytique, philosophie linguistique",Philosophy,Philosophie,Other,Autre
1817,"Rothstein, Mitchell",Applicant,20470.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,Factors influencing the validity of personality-job performance relations,personnel selection; criterion validity; personality; job performance; five factor model,Standard Research Grants,Subventions ordinaires de recherche,Organizational Behaviour,Comportement organisationnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
1819,"Hulland, John / Barclay, Donald",Applicant,23286.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,"Product management/sales relationship effectiveness: the role of trust, cooperation, and the relationship context",product management/sales coordination; concurrent marketing; relationship marketing,Standard Research Grants,Subventions ordinaires de recherche,Marketing,Marketing,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
1820,"Whalley, John",Applicant,14750.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,Non-environmental consequences of environmental damage,environmental; damage; internalization; non-environment consequences,Standard Research Grants,Subventions ordinaires de recherche,Economics,Science économique,Economics,Sciences économiques,Environment and Sustainability,Environnement et développement durable
1821,"Golden, Brian",Applicant,5000.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,"The impact of group characteristics, work organization,  and coordination processes on ICU performance",intensive care units; coordination processes; work organization; group characteristics,Standard Research Grants,Subventions ordinaires de recherche,Organizational Behaviour,Comportement organisationnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
1822,"Horstmann, Ignatius",Applicant,12354.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,Political economy models of publicly provided goods and government size,voting; voluntary provision; public goods; income inequality; government size,Standard Research Grants,Subventions ordinaires de recherche,Economics,Science économique,Economics,Sciences économiques,"Economic, regional and industrial development","Développement économique, régional et industriel"
1823,"Doerksen, John",Applicant,3725.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,Systematizing a contextualist approach: analyses of Anton Webern's atonal works,Webern; atonal theory; salience; pitch-class set genera; modeling,Standard Research Grants,Subventions ordinaires de recherche,"Music, Musicology","Musique, Musicologie",Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
1824,"Fleming, Marie",Applicant,9822.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,"Critical theory, modernity, and art: from Habermas and Wellmer to Adorno",modernity; art; Adorno; Habermas; Wellmer; postmodernism; feminism critical theory,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Arts and culture,Beaux-arts et culture
1826,"Olson, James",Applicant,32000.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,Counterfactual thinking and social comparison: exploring connections between two types of comparative judgments,"Social psychology, conterfactual thinking, social comparison social cognition",Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Other,Autre
1827,"Marontate, Janet",Applicant,18600.00,2001,Acadia University,Acadia University,NS,Nova Scotia,Nouvelle-Écosse,1999,"Associations, networks and working lives: contemporary career strategies in the cultural sector",Cultural sector; careers; social networks; arts; technology; innovation,Standard Research Grants,Subventions ordinaires de recherche,Sociology,Sociologie,Sociology,Sociologie,Arts and culture,Beaux-arts et culture
1828,"Archibald, W. Thomas",Applicant,13000.00,2001,Acadia University,Acadia University,NS,Nova Scotia,Nouvelle-Écosse,1999,"Physical mathematics and mathematical purity in Germany and France, 1850-1900",Mathematics; history; France; Germany; 19th century,Standard Research Grants,Subventions ordinaires de recherche,History of Science and Technology,Histoire des sciences et de la technologie,History,Histoire,Science and technology,Science et technologie
1829,"Todd, Barbara",Applicant,14000.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,"Women's money: female investors in London in the era of the financial revolution, 1660-1740",Women wealth credit; investment; capital; London,Standard Research Grants,Subventions ordinaires de recherche,Women's History,Histoire des femmes,History,Histoire,Women,Femmes
1830,"Pfeiffer, Susan",Applicant,25000.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,Behavior and biology of early Southern African populations,Later Stone Age; Middle Stone Age; Africa; robustness; post-cranial; skeletons,Standard Research Grants,Subventions ordinaires de recherche,Hunters and Gatherers,Chasse et cueillette,Archaeology,Archéologie,Population studies,Études de la population
1831,"Verdun, Amy",Applicant,18050.00,2001,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1999,"Monetary policy convergence in Europe: the role of ideas, experts and expertise.  A comparative study into monetary policy change in five West European countries","Public policy change; ideas; European monetary integration, international cooperation",Standard Research Grants,Subventions ordinaires de recherche,Political Economy,Économie politique,Political Science,Sciences politiques,Politics and government,Politique et gouvernement
1832,"Grant, Patrick",Applicant,5540.00,2001,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,1999,The rhetoric of violence in Northern Ireland 1968-98,literary criticism; ethnicity; terrorism; propaganda; sectarianism,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1833,"Symons, Douglas",Applicant,12000.00,2001,Acadia University,Acadia University,NS,Nova Scotia,Nouvelle-Écosse,1999,Parent-child interactions and how children come to understand their social environment,Parent-child interactions; relationships; attachment and sensitivity; social understanding; false belief,Standard Research Grants,Subventions ordinaires de recherche,Child and Adolescent Psychology,Psychologie de l'enfance et de l'adolescence,Psychology,Psychologie,Family,Famille
1834,"Klassen, John",Applicant,6708.00,2001,Trinity Western University,Trinity Western University,BC,British Columbia,Colombie-Britannique,1999,Gender relations and family in early modern Bohemia,history; family; gender; women; men; Bohemia; early modern Europe,Standard Research Grants,Subventions ordinaires de recherche,Women's History,Histoire des femmes,History,Histoire,Family,Famille
1835,"Smith, Richard",Applicant,7540.00,2001,University of Alberta,University of Alberta,AB,Alberta,Alberta,1999,An exploration into the economic rationale for controlling capital inflows,excessive capital flows; capital controls; financial intermediation,Standard Research Grants,Subventions ordinaires de recherche,Macroeconomics and Monetary Economics,Macroéconomie et économie monétaire,Economics,Sciences économiques,"Economic, regional and industrial development","Développement économique, régional et industriel"
1836,"Dubé, Line",Applicant,8170.00,2001,HEC Montréal,HEC Montréal,QC,Québec,Québec,1999,La gestion des projets de développement de logiciels dans la PME,développement de logiciels; gestion de projet; PME; planification; performance,Standard Research Grants,Subventions ordinaires de recherche,Management Information Systems,Systèmes d'information de gestion,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
1837,"Gagné, Robert",Applicant,27750.00,2001,HEC Montréal,HEC Montréal,QC,Québec,Québec,1999,"Performance des entreprises, contrôle corporatif et problèmes d'agence : l'expérience canadienne",régie; évaluation; financement; regroupement et restructuration d'entreprises; contrats,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
1838,"Blomley, Nicholas",Applicant,12000.00,2001,Simon Fraser University,Simon Fraser University,BC,British Columbia,Colombie-Britannique,1999,"Property, nature and gentrification in inner-city Vancouver",landscape; property; gardens; public/private space; gentrification; class; race; and gender,Standard Research Grants,Subventions ordinaires de recherche,Urban Geography,Géographie urbaine,Geography,Géographie,Environment and Sustainability,Environnement et développement durable
1839,"Gee, Ellen",Applicant,36000.00,2001,Simon Fraser University,Simon Fraser University,BC,British Columbia,Colombie-Britannique,1999,"Culture and coresidence: a comparative analysis of ethnicity, living arrangements, intergenerational relations, and support in Canadian families",Living arrangements; ethnic differences; intergenerational relationships; family; social support,Standard Research Grants,Subventions ordinaires de recherche,Sociology,Sociologie,Sociology,Sociologie,Family,Famille
1840,"Reitz, Jeffrey",Applicant,27800.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,"Immigrant success and changing institutions in the knowledge economy: a comparative study of Canada, the United States and Australia, 1970-1995",Immigrants; race/ethnicity; income inequality; labour markets; education; comparative,Standard Research Grants,Subventions ordinaires de recherche,Sociology,Sociologie,Sociology,Sociologie,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
1841,"Hacking, Ian",Applicant,7475.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,Styles of reasoning,Reason; truth; laboratory science; mathematical philosophy; argument style; logic; A.C. Crombie,Standard Research Grants,Subventions ordinaires de recherche,"Analytical Philosophy, Linguistic Philsophy","Philosophie analytique, philosophie linguistique",Philosophy,Philosophie,Science and technology,Science et technologie
1842,"Stefanovic, Ingrid",Applicant,7353.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,Evaluative images of the Lake Ontario Waterfront Trail,environmental perception; environmental values; environmental planning,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Environment and Sustainability,Environnement et développement durable
1843,"Krogman, Naomi",Applicant,4000.00,2001,University of Alberta,University of Alberta,AB,Alberta,Alberta,1999,Social consequences of local ownership of Canadian forest product mills,Employee ownership; industrial democracy; community forestry; sustainable development; social impacts,Standard Research Grants,Subventions ordinaires de recherche,Social Organization,Organisation sociale,Sociology,Sociologie,"Economic, regional and industrial development","Développement économique, régional et industriel"
1844,"Jennings, Eric",Applicant,9924.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,"Imperial waters: culture, medicine, race and French colonial balneology",Colonial medicine; colonial studies; sites of power; balneology; hill stations; racism,Standard Research Grants,Subventions ordinaires de recherche,History,Histoire,History,Histoire,Arts and culture,Beaux-arts et culture
1845,"Baker, Michael",Applicant,18353.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,Studies in retirement and earnings inequality,pensions; vesting; retirement; earnings inequality and dynamics; employment instability,Standard Research Grants,Subventions ordinaires de recherche,Labour and Demographic Economics,Économie du travail et démographie,Economics,Sciences économiques,Employment and labour,Emploi et travail
1846,"Israel, Milton",Applicant,7626.00,2001,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,"Competing Centres and the Unity of India: a comparative study of the centrifugal and centripetal forces in four major centres, 1947-1997",unity; regionalism; national identity; social capital; separatism; federalism; colonialism; nation-building; multiculturalism,Standard Research Grants,Subventions ordinaires de recherche,Political History,Histoire politique,History,Histoire,Communication,Communications
1847,"Elliott, Robert",Applicant,11250.00,2001,University of Alberta,University of Alberta,AB,Alberta,Alberta,1999,Random processes in mathematical finance; filtering and hidden Markov models applied to price processes and contingent claims; duration and convexity; Martingale representation,random processes; mathematical finance; filtering; term structure; duration; hedging,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
1847,"Elliott, Robert",Applicant,11250.00,2001,The University of Calgary,The University of Calgary,AB,Alberta,Alberta,1999,Random processes in mathematical finance; filtering and hidden Markov models applied to price processes and contingent claims; duration and convexity; Martingale representation,random processes; mathematical finance; filtering; term structure; duration; hedging,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
1848,"Owen, Victor",Applicant,5000.00,2001,Saint Mary's University,Saint Mary's University,NS,Nova Scotia,Nouvelle-Écosse,1999,Petrology of archaeological porcelains,archaeology; porcelain; microchemical analysis; ceramic petrology,Standard Research Grants,Subventions ordinaires de recherche,Material Culture (incl. burials),Culture matérielle (y compris les sépultures),Archaeology,Archéologie,Science and technology,Science et technologie
1849,"Mills, Albert",Applicant,20090.00,2001,Saint Mary's University,Saint Mary's University,NS,Nova Scotia,Nouvelle-Écosse,1999,Gender and change in the Canadian airline industry: a comparative study of air Canada and Canadi>n over time,gender; organizational culture; sexual discrimination; organizational change; sensemaking; rules; formative contexts; airlines,Standard Research Grants,Subventions ordinaires de recherche,Organizational Behaviour,Comportement organisationnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Women,Femmes
1850,"Armony, Victor",Applicant,8500.00,2001,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,1999,Tensions et intersections entre l'idéologie de la mondialisation et les cultures politiques nationales: analyse comparée Canada-Argentine,mondialisation; culture politique; idéologie; identité nationale; Canada; Argentine,Standard Research Grants,Subventions ordinaires de recherche,Sociology,Sociologie,Sociology,Sociologie,Politics and government,Politique et gouvernement
1851,"Donskov, Andrew",Applicant,9774.00,2001,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,1999,Leo Tolstoy and the Doukhobors: a study in symbiosis,Tolstoy; Doukhobors; influences; moral/ethical; practical example; concept; sectarianism; brotherhood; variants,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Slavic",Littérature slave,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
1852,"Gosselin, Pierre",Applicant,25000.00,2001,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,1999,Le développement du contrôle de l'expression faciale des émotions,émotion; expression; développement; encodage; visage,Standard Research Grants,Subventions ordinaires de recherche,Child and Adolescent Psychology,Psychologie de l'enfance et de l'adolescence,Psychology,Psychologie,Children and youth,Enfance et jeunesse
1853,"Dahl, Darren",Applicant,21150.00,2001,University of Manitoba,University of Manitoba,MB,Manitoba,Manitoba,1999,Hearing voices: the impact of pitch and speech rate on the effectiveness of broadcast advertising,dearing voices; voice characteristics; attitude; information processing,Standard Research Grants,Subventions ordinaires de recherche,Marketing,Marketing,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
1854,"Dutton, Paul Edward",Applicant,500.00,2001,Simon Fraser University,Simon Fraser University,BC,British Columbia,Colombie-Britannique,1999,From eriugena to thunder,"Critical editions, palaeography, mediaeval philosophy, philology, mediaeval intellectual/social history",Standard Research Grants,Subventions ordinaires de recherche,Mediaeval Studies,Études médiévales,Mediaeval Studies,Études médiévales,Other,Autre
1855,"Dowbiggin, Ian",Applicant,5517.00,2001,University of Prince Edward Island,University of Prince Edward Island,PE,Prince Edward Island,Île-du-Prince-Édouard,1999,Euthanasia and Anglo-American society in the 20th century,Euthanasia; eugenics; birth control; demography; medicine,Standard Research Grants,Subventions ordinaires de recherche,History of Medicine,Histoire de la médecine,History,Histoire,Health,Santé
1857,"Shatzmiller, Maya",Applicant,9657.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,"Gender, legal and economic history of Muslim societies",women; legal practice; social status; economic activity; Islamic law,Standard Research Grants,Subventions ordinaires de recherche,Women's History,Histoire des femmes,History,Histoire,Women,Femmes
1859,"White, Christine",Applicant,28000.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,Isotopic studies of infant feeding practices in archaeology,stable isotopes; breast-feeding; weaning; demography; social organization; ecology,Standard Research Grants,Subventions ordinaires de recherche,Archaeology,Archéologie,Archaeology,Archéologie,Population studies,Études de la population
1860,"Gardner, Robert",Applicant,28000.00,2001,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,1999,"Attitudes, motivation and anxiety in second language learning",Second language learning; attitudes; motivation; anxiety,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Education,Éducation
1861,"Traill, John",Applicant,11600.00,2001,"Victoria University, Toronto","Victoria University, Toronto",ON,Ontario,Ontario,1999,The Athenian councillors: a revised and enhanced study of the members of the Athenian Boule and their documentation,"discovery & dissemination of ancient history, epigraphy, prosopography",Standard Research Grants,Subventions ordinaires de recherche,Other Classics,Études anciennes (autres),"Classics, Classical & Dead Languages",Études anciennes et langues classiques et mortes,Politics and government,Politique et gouvernement
