cle,Name-Nom,role,AwardAmount,FiscalYear-Exercice financier,Institution,Établissement,Province_ID,ProvinceEN,ProvinceFR,Competition_Year,Title,Keywords,ProgramNameEN,ProgramNameFR,DisciplineEN,DisciplineFR,MainDisciplineEN,MainDisciplineFR,Area_of_ResearchEN,Area_of_ResearchFR
2095,"Guo, Chen",Applicant,16500.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,1999,Term structure of interest rates,term structure; no-arbitrage; linear solution; treasury securities; estimation,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
2122,"Errunza, Vihang",Applicant,21000.00,2002,McGill University,Université McGill,QC,Québec,Québec,1999,Essays on capital market reforms and liberalization,international finance; market reforms; corporate finance; market liberalization,Standard Research Grants,Subventions ordinaires de recherche,"Finance, Banking, Insurance","Finances, assurances, systèmes bancaires","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Financial and Monetary Systems,Systèmes financiers et monétaires
2232,"Adams, Mary Louise",Applicant,9700.00,2002,Queen's University,Queen's University,ON,Ontario,Ontario,1999,Figure skating and the representation of gender and sexuality in sport,Sport; gender; figure skating; masculinity; popular culture; cultural studies,Standard Research Grants,Subventions ordinaires de recherche,"Popular Culture, Ideology","Culture populaire, idéologie",Communications and Media Studies,Communications et études des médias,"Leisure, recreation and tourism",Loisirs et tourisme
2404,"Szonyi, Michael",Applicant,3000.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,1999,"Emigration and identity in Qiaoxiang (overseas Chinese emigrant communities), 1911-1998","China, history, overseas Chinese, emigration, Fujian, Guangdong, transnationalism, diaspora",Standard Research Grants,Subventions ordinaires de recherche,Social History,Histoire sociale,History,Histoire,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
2421,"Shaffir, William",Applicant,12000.00,2002,McMaster University,McMaster University,ON,Ontario,Ontario,1999,The invisible stigma: a study of ex-politicians,Politicians; stigma; family; status passage; identity; qualitative research; symbolic int,Standard Research Grants,Subventions ordinaires de recherche,Social Processes,Interactions sociales,Sociology,Sociologie,Communication,Communications
2450,"Magee, John",Applicant,1611.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,"Critical edition of A.M.S Boethius, commentaries on de interpretatione",Latin literature; textual criticism; later ancient philosophy,Standard Research Grants,Subventions ordinaires de recherche,Mediaeval Philosophy,Philosophie médiévale,Mediaeval Studies,Études médiévales,Arts and culture,Beaux-arts et culture
2452,"Helly, Denise",Applicant,9800.00,2002,Institut national de la recherche scientifique,Institut national de la recherche scientifique,QC,Québec,Québec,2000,Le multiculturalisme canadien : des discours officiels aux interventions,Pluralisme culturel; multiculturalisme; associations; études ethniques; analyse de politiques,Standard Research Grants,Subventions ordinaires de recherche,Social Institutions,Institutions sociales,Sociology,Sociologie,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
2453,"Currie, Dawn",Applicant,36713.00,2002,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2000,Girl power:  a study of adolescent decision-making and the empowerment of women,Adolescent decision-making; women's empowerment; subject agency; subjectivity; girl's self esteem,Standard Research Grants,Subventions ordinaires de recherche,Social Processes,Interactions sociales,Sociology,Sociologie,Women,Femmes
2454,"Chasteen, Alison",Applicant,25000.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,Using social psychological techniques to improve memory performance in older adults,Aging; stereotypes; implementation intentions; memory; ease of retrieval; self-perceptions,Standard Research Grants,Subventions ordinaires de recherche,Life Span Development,Psychologie du développement humain,Psychology,Psychologie,Elderly,Personnes âgées
2455,"Ruse, Michael",Applicant,9600.00,2002,University of Guelph,University of Guelph,ON,Ontario,Ontario,2000,"Darwin and design:  science, philosophy and religion",Philosophy of science; history of science; evolution; science and religion; ethics,Standard Research Grants,Subventions ordinaires de recherche,Ethics of Science and Technology,Éthique des sciences et de la technologie,Philosophy,Philosophie,Science and technology,Science et technologie
2456,"Shen, Chen",Applicant,15000.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,"A survey for upper palaeolithic sites in Shandong, north-central China:  microblade technology in context",Survey; pleistocene; upper palaeolithic; lithic technology; north-central China; microblade technique; AMS dating; use-wear analysis; raw material sourcing study; GIS application in archaeology,Standard Research Grants,Subventions ordinaires de recherche,"Technology, Tool Industries","Technologie, fabrication d'outils",Archaeology,Archéologie,Arts and culture,Beaux-arts et culture
2457,"Keselman, Harvey",Applicant,30000.00,2002,University of Manitoba,University of Manitoba,MB,Manitoba,Manitoba,2000,Analyzing repeated measurements when data are missing,Repeated measurements; missing data; missing data mechanisms; estimation procedures; testing procedures; nonnormal data; heterogeneous data; Monte Carlo,Standard Research Grants,Subventions ordinaires de recherche,Psychometrics,Psychométrie,Psychology,Psychologie,Health,Santé
2458,"Chandler, Michael",Applicant,45000.00,2002,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2000,A developmental analysis of the identity formation process in native and non-native youth,Identity formation; cross-cultural; adolescence; self; social cognition; indigenous peoples,Standard Research Grants,Subventions ordinaires de recherche,Child and Adolescent Psychology,Psychologie de l'enfance et de l'adolescence,Psychology,Psychologie,Youth,Jeunesse
2459,"Grace, Sherrill",Applicant,20225.00,2002,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2000,Part I:  a new edition of Mina Benson Hubbard's A Woman's Way Through Unknown Labrador; part II:  a critical study of the work of Sharon Pollock,editing; drama; theory; autobiography; biography; textual criticism; Canadian literature; 20th century; cultural studies,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English Canadian - Criticism",Littérature canadienne-anglaise - Critique littéraire,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
2460,"Eddie, Scott",Applicant,6942.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,"The landed wealth of the landed élite:  Prussia, 1860 - 1918",Wealth; nobility; land tenure; land value; land distribution; quantitative methods; Germany; Prussia,Standard Research Grants,Subventions ordinaires de recherche,Economic History,Histoire économique,History,Histoire,Economic and Regional Development,Développement économique et régional
2461,"Gartner, Rosemary",Applicant,19344.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,Women's experiences of violence:  victimization and offending in the context of women's lives,Violence; victimization; offending; female offenders; life-events calendar,Standard Research Grants,Subventions ordinaires de recherche,Violence,Violence,Criminology,Criminologie,Women,Femmes
2462,"Bourhis, Anne",Applicant,16600.00,2002,HEC Montréal,HEC Montréal,QC,Québec,Québec,2000,Travail atypique et motivation,Travail atypique; travail temporaire; travail à temps partiel; motivation; autodétermination; compétence; appartenance,Standard Research Grants,Subventions ordinaires de recherche,Personnel Management,Gestion du personnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
2463,"Auster, Ethel",Applicant,29963.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,Maintaining professional competence:  public reference librarians in a period of rapidly changing technologies,Professional competence; professional development; public libraries; reference; aging workforce; continuing education,Standard Research Grants,Subventions ordinaires de recherche,Library and Information Science,Bibliothéconomie et science de l'information,Library and Information Science,Bibliothéconomie et science de l'information,Management,Gestion
2466,"MacKinnon, Neil",Applicant,8975.00,2002,University of Guelph,University of Guelph,ON,Ontario,Ontario,2000,Continuing research in affect control/identity theory,Identities; social interaction; affect; emotions; labeling; attributions; cultural and social change,Standard Research Grants,Subventions ordinaires de recherche,Other Sociology,Sociologie (autres),Sociology,Sociologie,Education,Éducation
2467,"McElhinny, Bonnie",Applicant,20000.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,Cross-cultural caregiving:  a language socialization perspective on Filipina domestic workers in Canadian households,Language socialization; language and gender; women's work; childcare; domestic work; Philippines; language and political economy; language and work,Standard Research Grants,Subventions ordinaires de recherche,Ethnolinguistics,Ethnolinguistique,Anthropology,Anthropologie,Communication,Communications
2468,"Mullin, Amy",Applicant,6735.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,Women's experiences of change in pregnancy and childcare,women; change; pregnancy; children; art; feminism; philosophy; childcare,Standard Research Grants,Subventions ordinaires de recherche,Other Philosophy,Philosophie (autres),Philosophy,Philosophie,Women,Femmes
2469,"Brodeur, Darlene",Applicant,16294.00,2002,Acadia University,Acadia University,NS,Nova Scotia,Nouvelle-Écosse,2000,The development of attention in children from normative and clinical samples,attention; development; ADHD; temporal processes; inhibition,Standard Research Grants,Subventions ordinaires de recherche,Child and Adolescent Psychology,Psychologie de l'enfance et de l'adolescence,Psychology,Psychologie,Education,Éducation
2470,"Xie, Jia Lin",Applicant,18785.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,The antecedents and consequences of job stress:  a cross-cultural study,Job demands; employee control; psychological stress; health; job self-efficacy versus collective efficacy; individulism-collectivism,Standard Research Grants,Subventions ordinaires de recherche,Organizational Behaviour,Comportement organisationnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
2471,"Filewod, Alan",Applicant,1000.00,2002,University of Guelph,University of Guelph,ON,Ontario,Ontario,2000,"The workers theatre movement in Canada, 1929-1936",Workers theatre; political theatre; agitprop; Canadian theatre - 1930s,Standard Research Grants,Subventions ordinaires de recherche,"Theatre, Drama",Théâtre,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
2472,"Malloy, David",Applicant,23737.00,2002,The University of Regina,The University of Regina,SK,Saskatchewan,Saskatchewan,2000,A multidimensional study of health care codes of ethics,"ethics, codes of ethics, health care, decision making",Standard Research Grants,Subventions ordinaires de recherche,Ethics,Éthique,Philosophy,Philosophie,Ethics,Éthique
2473,"Dion, Robert",Applicant,15625.00,2002,Université du Québec à Montréal,Université du Québec à Montréal,QC,Québec,Québec,2000,Un genre en émergence : la biographie imaginaire d'écrivain,littérature; biographie; genres littéraires; poétique,Standard Research Grants,Subventions ordinaires de recherche,"Literature, General",Littérature générale,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
2474,"Mineau, André",Applicant,15000.00,2002,Université du Québec à Rimouski,Université du Québec à Rimouski,QC,Québec,Québec,2000,Les discours de l'hygiène sociale du nazisme à nos jours,idéologie; hygiène sociale; performance; représentations de la santé; nazisme; médecine; gestion du corps; mal/maladie; éthique; technocratie,Standard Research Grants,Subventions ordinaires de recherche,Ethics,Éthique,Philosophy,Philosophie,Ethics,Éthique
2475,"Upitis, Rena",Applicant,36955.00,2002,Queen's University,Queen's University,ON,Ontario,Ontario,2000,Artists in schools:  teacher transformation and student achievement,arts education; teacher development; student motivation; student achievement; community artists,Standard Research Grants,Subventions ordinaires de recherche,Arts Education,Enseignement des arts,Education,Éducation,Education,Éducation
2476,"Carson, James",Applicant,7530.00,2002,Queen's University,Queen's University,ON,Ontario,Ontario,2000,The Frontier South,frontier; regionalism;indigenous peoples; slavery; culture,Standard Research Grants,Subventions ordinaires de recherche,Cultural History,Histoire culturelle,History,Histoire,Arts and culture,Beaux-arts et culture
2477,"Luce-Kapler, Rebecca",Applicant,26340.00,2002,Queen's University,Queen's University,ON,Ontario,Ontario,2000,The form of writing and the expression of meaning,writing pedagogy;writing processes; teacher education; learning,Standard Research Grants,Subventions ordinaires de recherche,"Teaching Methods, Pedagogy","Méthodes d'enseignement, pédagogie",Education,Éducation,Education,Éducation
2478,"Sweet, William",Applicant,10930.00,2002,St. Francis Xavier University,St. Francis Xavier University,NS,Nova Scotia,Nouvelle-Écosse,2000,The legacy of British idealism and the philosophy of Bosanquet,British idealism; Bosanquet; Indian philosophy; South African philosophy; culture; liberalism,Standard Research Grants,Subventions ordinaires de recherche,History of Philosophy,Histoire de la philosophie,Philosophy,Philosophie,Arts and culture,Beaux-arts et culture
2479,"Chisholm, Kim",Applicant,7280.00,2002,St. Francis Xavier University,St. Francis Xavier University,NS,Nova Scotia,Nouvelle-Écosse,2000,"Preschool attachment, empathy, and prosocial behaviour",attachment; empathy; prosocial behaviour; social/emotional development,Standard Research Grants,Subventions ordinaires de recherche,Child and Adolescent Psychology,Psychologie de l'enfance et de l'adolescence,Psychology,Psychologie,Children,Enfance
2480,"Khan, Shahnaz",Applicant,16617.00,2002,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,2000,Mediating the Hadood ordinance in Pakistan:  a Canadian re-telling,Women: muslim law; violence; citizenship; diasporic identity; anti-racist feminist education,Standard Research Grants,Subventions ordinaires de recherche,Sociology,Sociologie,Sociology,Sociologie,Women,Femmes
2481,"Saltman, Judith",Applicant,19407.00,2002,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2000,Canadian children's illustrated books in English,book history; Canada; children; children's literature; illustration; literacy; picturebooks; publishing; reading,Standard Research Grants,Subventions ordinaires de recherche,Library and Information Science,Bibliothéconomie et science de l'information,Library and Information Science,Bibliothéconomie et science de l'information,Arts and culture,Beaux-arts et culture
2482,"Chapman, Bruce",Applicant,15000.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,Public reason and collective action:  lessons from law,legal reasoning; game theory; law and economics; public reason; rational choice,Standard Research Grants,Subventions ordinaires de recherche,Legal Theory and Philosophy of Law,Doctrine et philosophie du droit,Law,Droit,Law and justice,Droit et justice
2483,"Tourigny, Jocelyne",Applicant,17000.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,Déterminants des comportements parentaux lors d'une chirurgie d'un jour chez l'enfant,"Croyances, parents, participation, chirurgie d'un jour.",Standard Research Grants,Subventions ordinaires de recherche,Health Sciences Education,Enseignement des sciences de la santé,Education,Éducation,Education,Éducation
2484,"Cao, Huhua",Applicant,21401.00,2002,Université de Moncton,Université de Moncton,NB,New Brunswick,Nouveau-Brunswick,2000,Localisation des services de garde à l'enfance et de leurs usagers dans une agglomération biculturelle,accessibilités spatiale et sociale; concilliation travail-famille; dynamique urbaine et régionale,Standard Research Grants,Subventions ordinaires de recherche,Social/Cultural Geography,Géographie sociale/culturelle,Geography,Géographie,Social development and welfare,Développement social et bien-être
2485,"Bouchard, Geneviève",Applicant,13076.00,2002,Université de Moncton,Université de Moncton,NB,New Brunswick,Nouveau-Brunswick,2000,Modification de l'ajustement conjugal lors de la transition parentale : un modèle prévisionnel intégré,Transition parentale; ajustement conjugal; modèle intégré; études longitudinales,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Family,Famille
2486,"McLaren, Angus",Applicant,23997.00,2002,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,2000,"Blackmail and the policing of sexuality in Anglo-American culture, 1840-1980",history; sexuality; blackmail; gender; homosexuality; abortion; adultery; scandal; crime; courts,Standard Research Grants,Subventions ordinaires de recherche,Other History,Histoire (autres),History,Histoire,Gender Issues,Questions touchant les sexes
2487,"Osborne, John",Applicant,14875.00,2002,Queen's University,Queen's University,ON,Ontario,Ontario,2000,Decoding the dado:  marginal images in Italian Romanesque mural decoration,mural paintings; marginality; medieval Italy,Standard Research Grants,Subventions ordinaires de recherche,Art History,Histoire de l'art,Fine Arts,Beaux-arts,Arts and culture,Beaux-arts et culture
2488,"Tremblay, André",Applicant,11100.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,"Pression budgétaire et changement technologique, un nouveau paradigme pour l'enseignement universitaire ?  Comparaison entre les universités de Montréal et Laval",changement technologique; université; mondialisation; méthode quantitative; méthode qualitative,Standard Research Grants,Subventions ordinaires de recherche,Social Institutions,Institutions sociales,Sociology,Sociologie,Post-Secondary Education and Research,Éducation et recherche postsecondaires
2489,"Roberts, Julian",Applicant,5538.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,Conditional sentencing:  evaluating a reform,Sentencing; criminal law reform; evaluating legal reform,Standard Research Grants,Subventions ordinaires de recherche,"Criminal Law, Justice","Droit criminel, justice",Criminology,Criminologie,Law and justice,Droit et justice
2490,"Tremblay, Manon",Applicant,13010.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,"The redefinition of the Canadian partisan system in the 1990s:  an analysis of the values of the federal political élite, and their relationship with the values of their electoral base",Federal elections; political values; Canadian partisan system; political élite; political realignment,Standard Research Grants,Subventions ordinaires de recherche,"Political Parties, Elections Studies","Partis politiques, études électorales",Political Science,Sciences politiques,Politics and government,Politique et gouvernement
2491,"Dallaire, Christine",Applicant,21725.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,"Étude comparative des enjeux identitaires aux jeux francophones de l'Alberta, aux jeux franco-ontariens et aux jeux de l'Acadie",sport et identité; communautés francophones et acadiennes; Canada; identités minoritaires; analyse du discours; jeunes et identité; cultural studies,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Youth,Jeunesse
2492,"Dainard, James",Applicant,35000.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,A 14-volume critical edition entitled Correspondance de Madame de Graffigny,critical edition; unpublished letters; 18th-century woman; novelist; playwright,Standard Research Grants,Subventions ordinaires de recherche,"Literature, French",Littérature française,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
2493,"Usher, John",Applicant,7440.00,2002,Memorial University of Newfoundland,Memorial University of Newfoundland,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2000,Niche width theory and competitive strategy:  exploring polymorphism,organization ecology; niche width theory; competitive strategy; polymorphism; specialism; generalism; multiunit organization,Standard Research Grants,Subventions ordinaires de recherche,Management,Gestion,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
2494,"Baum, Joel",Applicant,30000.00,2002,University of Toronto,University of Toronto,ON,Ontario,Ontario,2000,The organizational economy of two securities markets:  status dynamics and competition in investment banking in Canada and the United Kingdom,organization theory; organizational sociology; economic sociology; sociology of markets; organizational status; interorganizational competition; network analysis,Standard Research Grants,Subventions ordinaires de recherche,Management,Gestion,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
2495,"Vainio-Mattila, Arja",Applicant,28720.00,2002,Huron University College,Huron University College,ON,Ontario,Ontario,2000,Evaluation of participatory development experiences in Africa,development aid; social capital; culturally embedded; natural resources; participation; gender,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,"International relations, development and trade","Relations internationales, commerce et développement"
2496,"MacKenzie, David",Applicant,8000.00,2002,Ryerson University,Ryerson University,ON,Ontario,Ontario,2000,A history of the international civil aviation organization,international civil aviation; international relations; postwar diplomacy; commercial aviation,Standard Research Grants,Subventions ordinaires de recherche,International Relations,Relations internationales,History,Histoire,"International relations, development and trade","Relations internationales, commerce et développement"
2497,"Preece, Stephen",Applicant,11000.00,2002,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,2000,Strategic alliances in performing arts organizations,Performing arts management; strategic alliances; partnerships; collaboration,Standard Research Grants,Subventions ordinaires de recherche,Other Administrative Studies,Sciences administratives (autres),"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
2498,"Ty, Eleanor",Applicant,8065.00,2002,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,2000,Brown cookies and white bananas:  representations of Asian North American subjectivities,English; Asian Canadian/American literature; ethnic; women's; film; cultural studies,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English Canadian - Criticism",Littérature canadienne-anglaise - Critique littéraire,"Literature, Modern Languages and",Littératures et langues modernes,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
2499,"Buehler, Roger",Applicant,29000.00,2002,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,2000,Interactive processes in planning and prediction,Social cognition; self and social prediction; task completion forecasts; planning fallacy; optimistic bias; group judgment,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Post-Secondary Education and Research,Éducation et recherche postsecondaires
2500,"Daviau, P.M. Michèle",Applicant,31000.00,2002,Wilfrid Laurier University,Wilfrid Laurier University,ON,Ontario,Ontario,2000,"Analysis of Moabite temple architecture, artifacts and iconography in relation to the religion of ancient Israel, Edom and Philistia",ancient religion; iconography; archaeology; artifact distribution; epigraphy; pottery analysis,Standard Research Grants,Subventions ordinaires de recherche,"Architecture, Art, Iconography","Architecture, art, iconographie",Archaeology,Archéologie,Women,Femmes
2501,"Rivero, Maria-Luisa",Applicant,54714.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,"Impersonal constructions in Balkan, Romance and Slavic languages",Syntax; Semantics; Comparative; Romance;Slavic;Balkan; Impersonals,Standard Research Grants,Subventions ordinaires de recherche,Comparative Linguistics,Linguistique comparée,Linguistics,Linguistique,Indigenous peoples,Populations indigènes
2502,"Schwartz, Agatha",Applicant,8155.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,Feminisms and women's writing in fin-de-siècle Austria and Hungary,First women's movement(s); Austria-Hungary; shifting images of gender; discourse analysis,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Comparative",Littérature comparée,"Literature, Modern Languages and",Littératures et langues modernes,Women,Femmes
2503,"Pummer, Reinhard",Applicant,21728.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,1. The Samaritans in early Christian literature; 2. Samaritan manuscript art (marriage contracts and images of the tabernacle),Samaritans; history; religion; antiquity; Judaism; early Christianity; patristics,Standard Research Grants,Subventions ordinaires de recherche,History of Religion,Histoire de la religion,Religious Studies,Études religieuses,Arts and culture,Beaux-arts et culture
2504,"Stanley, Timothy",Applicant,34846.00,2002,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2000,Is Canadian history really dead?  Popular historical memory in re-imagining community:  the Chinese Canadian challenge,Anti-racism; multiculturalism; historiography; cultural studies; social history; Chinese in Canada; immigration; multiculturalism,Standard Research Grants,Subventions ordinaires de recherche,Interdisciplinary Studies,Études pluridisciplinaires,Interdisciplinary Studies,Études pluridisciplinaires,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
2505,"Allard, Suzanne",Applicant,11300.00,2002,Université Sainte-Anne,Université Sainte-Anne,NS,Nova Scotia,Nouvelle-Écosse,2000,Étude du français parlé des enfants acadiens de la Nouvelle-Écosse,minoritaire; francophonie; français parlé; syntaxe; analyse du discours; stratégies de communication; apprentissage;,Standard Research Grants,Subventions ordinaires de recherche,Other Education,Éducation (autres),Education,Éducation,Education,Éducation
2506,"Kelloway, Kevin",Applicant,17000.00,2002,Saint Mary's University,Saint Mary's University,NS,Nova Scotia,Nouvelle-Écosse,2000,The definition and modeling of knowledge work,knowledge work; intellectual capital; knowledge management;,Standard Research Grants,Subventions ordinaires de recherche,Organizational Behaviour,Comportement organisationnel,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
2507,"Flaherty, Mark",Applicant,50000.00,2002,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,2000,"Globalization, rural restructuring and local welfare:  a comparative analysis of shrimp aquaculture and the transformation of environment and society in Thailand and India",shrimp aquaculture; environment; rural development; globalization; Thailand; India,Standard Research Grants,Subventions ordinaires de recherche,Natural Resources Geography,Géographie des ressources naturelles,Geography,Géographie,Environment and Sustainability,Environnement et développement durable
