cle,Name-Nom,role,AwardAmount,FiscalYear-Exercice financier,Institution,Établissement,Province_ID,ProvinceEN,ProvinceFR,Competition_Year,Title,Keywords,ProgramNameEN,ProgramNameFR,DisciplineEN,DisciplineFR,MainDisciplineEN,MainDisciplineFR,Area_of_ResearchEN,Area_of_ResearchFR
3098,"Yuille, John",Applicant,47000.00,2003,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2001,Trauma and memory in the forensic context,Trauma; memory; forensic psychology; eyewitness memory,Standard Research Grants,Subventions ordinaires de recherche,Other Psychology,Psychologie (autres),Psychology,Psychologie,Not Subject to Research Classification,Codification non pertinente
3100,"Girolametto, Luigi",Applicant,25000.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Language intervention in context:  training teachers and peers to stimulate language development in integrated day cares,Day care; teacher training; peer interaction; language intervention,Standard Research Grants,Subventions ordinaires de recherche,Early Childhood Education,Éducation préscolaire,Education,Éducation,Children,Enfance
3101,"Rousseau, Stéphane",Applicant,13000.00,2003,Université de Montréal,Université de Montréal,QC,Québec,Québec,2001,Analyse de l'émergence des normes périjuridiques en matière de régie d'entreprise,Droit; entreprise; compétitivité; éthique; gouvernance; normes,Standard Research Grants,Subventions ordinaires de recherche,Commercial and Company Law,Droit commercial et corporatif,Law,Droit,Law and justice,Droit et justice
3102,"Schroeder, Timothy",Applicant,10000.00,2003,University of Manitoba,University of Manitoba,MB,Manitoba,Manitoba,2001,A theory of desire : its influence of motivation judgement and skill,Philosophy; metaphysics; mind; pro-attitudes; desire; interdisciplinary influences,Standard Research Grants,Subventions ordinaires de recherche,Other Philosophy,Philosophie (autres),Philosophy,Philosophie,Not Subject to Research Classification,Codification non pertinente
3104,"Armstrong-Stassen, Marjorie",Applicant,23223.00,2003,University of Windsor,University of Windsor,ON,Ontario,Ontario,2001,The role of human resource policies and practices in the retension of older employees,Aging workforce; retention of older employees; human resource practices,Standard Research Grants,Subventions ordinaires de recherche,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
3105,"Leong, Che Kan",Applicant,24475.00,2003,University of Saskatchewan,University of Saskatchewan,SK,Saskatchewan,Saskatchewan,2001,Phonological and orthographic representation as interactive constituents in reading across languages,Phonological procssing; orthographic processing; developmental course in reading english and chinese simultaniously; lexical access of chinese,Standard Research Grants,Subventions ordinaires de recherche,Educational Psychology,Psychopédagogie,Education,Éducation,Literacy,Alphabétisation
3106,"Wilson, Robert",Applicant,10000.00,2003,University of Alberta,University of Alberta,AB,Alberta,Alberta,2001,The individual in the fragile sciences,Cognitiong; biology; social sciences; philosophical foundations; cognitive science; philosophy of science,Standard Research Grants,Subventions ordinaires de recherche,Philosophy,Philosophie,Philosophy,Philosophie,Not Subject to Research Classification,Codification non pertinente
3107,"Gow, Andrew",Applicant,15655.00,2003,University of Alberta,University of Alberta,AB,Alberta,Alberta,2001,"The bible and the laity; textual traditions and contexts of beliefs, 1200-1700",bible; laity; popular religion; vernacular bibles; exegesis; late middle ages; reformation,Standard Research Grants,Subventions ordinaires de recherche,History,Histoire,History,Histoire,Arts and culture,Beaux-arts et culture
3108,"Rogers, Todd",Applicant,53089.00,2003,University of Alberta,University of Alberta,AB,Alberta,Alberta,2001,Differential validity and utility of successive and simultaneous approaches to the development of equivalent achievement tests in French and English,Measurement and evaluation:translation; bilingual education; multiculturism,Standard Research Grants,Subventions ordinaires de recherche,Measurement and Evaluation,Mesure et évaluation,Education,Éducation,Children,Enfance
3109,"Suedfeld, Peter",Applicant,41000.00,2003,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2001,Predictors and consequences of ethnopolitical warfare,Ethnic violence; resilience; coping; content analysis,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Violence,Violence
3111,"Nadel, Ira",Applicant,19162.00,2003,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2001,David Mamet: a biography,biography; drama,Standard Research Grants,Subventions ordinaires de recherche,"Literature, American - Themes and Figures",Littérature américaine - Thèmes et personnages,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3112,"O'Quinn, Daniel",Applicant,16338.00,2003,University of Guelph,University of Guelph,ON,Ontario,Ontario,2001,"Staging governance:  comedy, coloniality and the regulation of desire, 1750-1830",Romanticism; colonialism; imperialism; sexuality; theatre; gender studies; English India; nationalism,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English - Criticism",Littérature anglaise - Critique littéraire,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3114,"Radford, Luis",Applicant,23420.00,2003,Laurentian University of Sudbury,Université Laurentienne de Sudbury,ON,Ontario,Ontario,2001,The production of signs and the (dis)embodiment of meaning in students' algebraic generalizations,elementary algebra; semiotics; epistemology; symbol systems; Vygotskian studies,Standard Research Grants,Subventions ordinaires de recherche,"Science, Mathematics","Sciences, mathématiques",Education,Éducation,Education,Éducation
3115,"Stanovich, Keith",Applicant,42752.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Aspects of cognitive decontextualization in critical thinking,Cognitve decontextualization; critical thinking; rationality; reasoning; intelligence; abstract thinking,Standard Research Grants,Subventions ordinaires de recherche,Educational Psychology,Psychologie de l'éducation,Psychology,Psychologie,Education,Éducation
3116,"Piron, Florence",Applicant,26070.00,2003,Université Laval,Université Laval,QC,Québec,Québec,2001,Les implications éthiques et politiques de la nouvelle gestion publique au Québec et au Canada. Deux études de cas axés sur le ­service aux citoyens­,Éthique publique; réforme administrative; anthropologie politique; rapports entre état et citoyens; service public; travail bureaucratique; Québec et Canada; culture organisationnelle,Standard Research Grants,Subventions ordinaires de recherche,Anthropology of Modern Societies,Anthropologie des sociétés modernes,Anthropology,Anthropologie,Ethics,Éthique
3117,"Dumont, Hélène",Applicant,47500.00,2003,Université de Montréal,Université de Montréal,QC,Québec,Québec,2001,Droit pénal international,Droit pénal international; droit international humanitaire; droit pénal; preuve et procédure pénale; crime; peines,Standard Research Grants,Subventions ordinaires de recherche,Criminal Law,Droit criminel,Law,Droit,Law and justice,Droit et justice
3118,"Sears, Alan",Applicant,41337.00,2003,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,2001,Students' thinking about citizenship in Canada and Russia:  a comparative study,Citizenship education; civic education; constructivism; democracy; democratic education; phenomenography,Standard Research Grants,Subventions ordinaires de recherche,Civic and Environmental Education,Éducation civique et écologique,Education,Éducation,Education,Éducation
3119,"Clark, David",Applicant,30924.00,2003,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,2001,The insidious effects of intentional mental control:  an experimental approach,Mental control; intrusive thoughts; thought suppression; cognitive aspects of emotion,Standard Research Grants,Subventions ordinaires de recherche,Behavioural Psychology,Psychologie du comportement,Psychology,Psychologie,Mental Health,Santé mentale
3120,"Stoppard, Janet",Applicant,26500.00,2003,University of New Brunswick,University of New Brunswick,NB,New Brunswick,Nouveau-Brunswick,2001,The challenges and strategies of older women's everyday lives:  a qualitative inquiry,Women; elderly; lived experience; feminist standpoint; symbolic interactionism; discourse analysis,Standard Research Grants,Subventions ordinaires de recherche,Women's Studies,Études sur les femmes,Interdisciplinary Studies,Études pluridisciplinaires,Women,Femmes
3121,"Gerson, Carole",Applicant,9800.00,2003,Simon Fraser University,Simon Fraser University,BC,British Columbia,Colombie-Britannique,2001,"The Confederation generations: Canadian women writers in context, 1880-1940. Gender and genre in the literary field",Canadian literature; women writers; Canadian literary history,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English Canadian - Criticism",Littérature canadienne-anglaise - Critique littéraire,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3123,"Heine, Steven",Applicant,28000.00,2003,University of British Columbia,University of British Columbia,BC,British Columbia,Colombie-Britannique,2001,"Meaning maintenance: An integration of terror management, belongingness, and cultural psychological perspectives of self-esteem",Self-esteem; meaning; terror management; cultural psychology; self-evaluation maintenance,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Multiculturalism and ethnic studies,Multiculturalisme et études ethniques
3124,"Daniels, Bruce",Applicant,11440.00,2003,University of Winnipeg,University of Winnipeg,MB,Manitoba,Manitoba,2001,New England and the American nation; projects in colonial American history,New England; national identity; colonial America; puritanism; communities; towns; stereotypes; icons; literature and place,Standard Research Grants,Subventions ordinaires de recherche,History,Histoire,History,Histoire,Economic and Regional Development,Développement économique et régional
3125,"Roth, Eric",Applicant,25000.00,2003,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,2001,Gender and Demographic Change in Ariaal Rendille Communities of Northern Kenya,Anthropology; anthropological demography; gender issues; fertility; family planning; population health,Standard Research Grants,Subventions ordinaires de recherche,Other Anthropology,Anthropologie (autres),Anthropology,Anthropologie,Population studies,Études de la population
3126,"Loeb, Lori",Applicant,4226.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,Patent medicines: panaceas and medical consumer culture in modern Britain,patent medecines; consumer culture; health; modern Britain; history of pharmacy,Standard Research Grants,Subventions ordinaires de recherche,History,Histoire,History,Histoire,Health,Santé
3127,"Beattie, John",Applicant,8814.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,"Lawyers, police and the English Criminal Trial 1750-1800",criminal trial in England 1750-1800; criminal lawyers; police constables; old Bailey court,Standard Research Grants,Subventions ordinaires de recherche,Social History,Histoire sociale,History,Histoire,Law and justice,Droit et justice
3128,"Shearing, Clifford",Applicant,21715.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,The governance of security in transitional states: a study of policing reform in Northern Ireland,policing; governance; security policy; social control; democratic theory,Standard Research Grants,Subventions ordinaires de recherche,Police,Police,Criminology,Criminologie,Law and justice,Droit et justice
3129,"Jackson, Heather",Applicant,6700.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,The Romantic reader,Romantic period book history; history of reading; marginalia,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Literacy,Alphabétisation
3130,"Clandinin, Jean",Applicant,61727.00,2003,University of Alberta,University of Alberta,AB,Alberta,Alberta,2001,School landscapes in transition:  negotiating diverse narratives of experience,narrative; personal practical knowledge; professional knowledge landscapes; school contexts,Standard Research Grants,Subventions ordinaires de recherche,Curriculum,Programme d'études,Education,Éducation,Education,Éducation
3131,"Beghtol, Clare",Applicant,15980.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,The formal analysis of classification systems and their cultural contexts,Classification systems; Dewey decimal classification; Melville Dewey; analitical frameworks; analysis of classifications; case studies; socio-cultural context of classifications,Standard Research Grants,Subventions ordinaires de recherche,Library and Information Science,Bibliothéconomie et science de l'information,Library and Information Science,Bibliothéconomie et science de l'information,Not Subject to Research Classification,Codification non pertinente
3132,"Penslar, Derek",Applicant,10700.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,"Radio, television, and the shaping of Israeli national identity",Israel; radio and television; nationalism; censorship,Standard Research Grants,Subventions ordinaires de recherche,History,Histoire,History,Histoire,Communication,Communications
3133,"Schuller, Regina",Applicant,33652.00,2003,York University,Université York,ON,Ontario,Ontario,2001,Legal decision making in sexual assault trials and the role of sexual history evidence,sexual assault; jury decision making; sexual history evidence; issues of justice; rape myth beliefs,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Law and justice,Droit et justice
3134,"Tougas, Francine",Applicant,24415.00,2003,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2001,Résolution de conflits et équité en matière d'emploi pour les femmes : la part du droit et de la psychologie sociale,Justice; conflits; sexisme; discrimination; méfiance sexiste; relations entre les sexes; équité en emploi; mesures de soutien,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Law and justice,Droit et justice
3135,"Jarraway, David",Applicant,15108.00,2003,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2001,Pink ink:  New York school poetry and its Cold War contexts,American literature; American modernism; cold war culture; pragmatism; psychoanalysis; gay studies; queer theory; gender theory; literary theory,Standard Research Grants,Subventions ordinaires de recherche,"Literature, American",Littérature américaine,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3136,"Clayton,  Douglas",Applicant,9870.00,2003,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2001,Russia and France: a cultural dialogue,Russia; France; culture; literature; translation,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Modern Languages and",Littératures et langues modernes,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3137,"Martineau, France",Applicant,19171.00,2003,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2001,Variation historique et grammaire du français québécois : les limites de la variation linguistique,syntaxe historique; variation dialectale et historique; français du Canada; grammaticalisation; théorie linguistique du changement,Standard Research Grants,Subventions ordinaires de recherche,Diachronic Linguistics,Linguistique diachronique,Linguistics,Linguistique,Not Subject to Research Classification,Codification non pertinente
3138,"Vernon, Philip",Applicant,45000.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,Longitudinal study of personality and mental ability in infant and young twins,Twins; intelligence; cognitive development; personality development; behaviour genetics,Standard Research Grants,Subventions ordinaires de recherche,Psychology,Psychologie,Psychology,Psychologie,Children,Enfance
3139,"Bansal, Pratima",Applicant,22950.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,Assessing the efficacy of ISO 14001,corporate sustainable development; corporate environmental management; organization theory; strategic management,Standard Research Grants,Subventions ordinaires de recherche,Environment,Environnement,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Environment and Sustainability,Environnement et développement durable
3141,"Sorrentino, Richard",Applicant,45000.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,"A test of a theory of self regulation:  the role of uncertainty orientation at the individual, group, and cross-cultural level",motivation and cognition; uncertainty orientation; interpersonal behaviour; cross-cultural research,Standard Research Grants,Subventions ordinaires de recherche,Social Psychology,Psychologie sociale,Psychology,Psychologie,Science and technology,Science et technologie
3142,"Esterhammer, Angela",Applicant,12025.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,"Performance, performativity, and national identity in European romanticism",Romanticism - Europe; national identity; performativity,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Comparative",Littérature comparée,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3143,"Bruhn de Garavito, Joyce",Applicant,27792.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,The steady state grammar of early and late bilinguals,bilingualism; second language acquisition; ultimate attainment; first language acquisition; Universal Grammar,Standard Research Grants,Subventions ordinaires de recherche,Bilingualism and Second Language Learning,"Bilinguisme, apprentissage des langues secondes",Linguistics,Linguistique,Education,Éducation
3144,"Somerset, J. Alan",Applicant,19752.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,"Patrons, performances and playing places multimedia research tool",Theatre history; theatre architecture; patronage; historical geography; multimedia; shakespeare; early modern drama; medieval drama,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3145,"Surette, Leon",Applicant,4900.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,Two Harvard poets: Wallace Stevens & T. S. Eliot,Literary history; american; poetry; E.iot; T. S; Stevens; Wallace,Standard Research Grants,Subventions ordinaires de recherche,"Literature, American - Criticism",Littérature américaine - Critique littéraire,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3146,"MacKay, Nancy",Applicant,24785.00,2003,Simon Fraser University,Simon Fraser University,BC,British Columbia,Colombie-Britannique,2001,Investigating factors affecting the organizational adoption and impact of electronic commerce in small firms,electronic commerce; electronic commerce adoption; internet; small firms; impact of electronic commerce; empirical research; organizational performance outcomes of electronic commerce; electronic commerce usage in small firms,Standard Research Grants,Subventions ordinaires de recherche,Management Information Systems,Systèmes d'information de gestion,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Information Technologies,Technologies de l'information
3147,"Shrubsole, Daniel",Applicant,25000.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,Ontario conservation authorities:  integrated water management in the context of financial constraint and provincial downloading,integrated resource management; water resource management institutional arrangements; Ontario conservation authorities; policy assessment,Standard Research Grants,Subventions ordinaires de recherche,Natural Resources Geography,Géographie des ressources naturelles,Geography,Géographie,Environment and Sustainability,Environnement et développement durable
3148,"Beamish, Paul",Applicant,13050.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,International alliance networks and performance,internationalization; alliances; foreign investment,Standard Research Grants,Subventions ordinaires de recherche,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce","Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Globalization,Mondialisation
3149,"Bowlus, Audra",Applicant,23965.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,An analysis of the evolution of male and female labour market inequality using life-time labour market values,Labour market inequality; wage inequality; mobility; life-time labour values; search theory,Standard Research Grants,Subventions ordinaires de recherche,Labour and Demographic Economics,Économie du travail et démographie,Economics,Sciences économiques,Employment and labour,Emploi et travail
3150,"Woutersen, Tiemen",Applicant,6500.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,Hysteresis in unemployment spells,Unemployment analysis; duration models; hysteresis; spurious duration dependence,Standard Research Grants,Subventions ordinaires de recherche,Mathematical and Quantitative Methods,Méthodes mathématiques et quantitatives,Economics,Sciences économiques,Productivity,Productivité
3151,"Wiedman, Christine",Applicant,23000.00,2003,University of Western Ontario,University of Western Ontario,ON,Ontario,Ontario,2001,Opportunities and incentives to manipulate earnings:  Studies of CEO's in their terminal year,executive turnover; earnings management; executive compensation; corporate governance,Standard Research Grants,Subventions ordinaires de recherche,Accounting,Comptabilité,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
3152,"St. Peter, Christine",Applicant,12925.00,2003,University of Victoria,University of Victoria,BC,British Columbia,Colombie-Britannique,2001,Irish Catholicism and women's art:  crafting the contradictions,women's writing; women's art; Irish Catholicism; Irish politics; women's activism; feminist thery; post-colonial contexts,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English - Themes and Figures",Littérature anglaise - Thèmes et personnages,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3153,"Paré, Guy",Applicant,15300.00,2003,HEC Montréal,HEC Montréal,QC,Québec,Québec,2001,Information systems change agentry,IS change agent; IS role orientations; IS personnel; system implementation,Standard Research Grants,Subventions ordinaires de recherche,Management Information Systems,Systèmes d'information de gestion,"Management, Business, Administrative Studies","Sciences administratives, gestion des affaires et commerce",Management,Gestion
3154,"Speirs, Dorothy",Applicant,8218.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,A History of the Vizetelly & Company Publishing Firm,history of publishing in France and England 1850-1900; censorship; translations and translators,Standard Research Grants,Subventions ordinaires de recherche,History of Books and Bookmaking,Histoire des livres et de l'édition,Library and Information Science,Bibliothéconomie et science de l'information,Arts and culture,Beaux-arts et culture
3155,"Emke, Ivan",Applicant,3495.00,2003,Memorial University of Newfoundland,Memorial University of Newfoundland,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2001,Forging a professional identity:  A case study in the occupational socialization of funeral directors and embalmers,Occupational socialization; funeral directors; embalmers; funeral services education; professionalization; death and dying; professional identity; stigma,Standard Research Grants,Subventions ordinaires de recherche,Social Processes,Interactions sociales,Sociology,Sociologie,Not Subject to Research Classification,Codification non pertinente
3156,"Poirier, Guy",Applicant,11180.00,2003,University of Waterloo,University of Waterloo,ON,Ontario,Ontario,2001,L'Expression littéraire de la réconciliation et de la fraternité pendant les guerres de Religion de la Renaissance française,Renaissance; littérature; Valois; Académies; paralittérature; histoire; XVIe siècle,Standard Research Grants,Subventions ordinaires de recherche,"Literature, French - Literary Movements",Littérature française - Tendances littéraires,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3157,"Bortolussi, Marisa",Applicant,24228.00,2003,University of Alberta,University of Alberta,AB,Alberta,Alberta,2001,Cognitive processing of narrative genres,cognitive processing of literary genres; reader response; literary reception; genre theory; cognitive theory; cognitive psychology; cultural studies,Standard Research Grants,Subventions ordinaires de recherche,"Literature, Comparative",Littérature comparée,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3158,"Bolduc, Benoît",Applicant,13320.00,2003,University of Toronto,University of Toronto,ON,Ontario,Ontario,2001,La pastorale dramatique en France au 17e siècle : laboratoire de l'invention,Théâtre français (17e siècle); littérature pastorale (17e siècle); théories de la représentation; esthétique; réception; histoire de la mise en scène (17e siècle),Standard Research Grants,Subventions ordinaires de recherche,"Literature, French - Literary Forms",Littérature française - Formes littéraires,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
3160,"Rinaldi, Christina",Applicant,33506.00,2003,University of Alberta,University of Alberta,AB,Alberta,Alberta,2001,"Conflict resolution in children with emotional behavioral difficulties: the role of knowledge, performance, and self-perceptions",Children; adolescents; conflict resolution; emotional behavioral difficulties,Standard Research Grants,Subventions ordinaires de recherche,"Exceptional, Special Education",Populations exceptionnelles,Education,Éducation,Children,Enfance
3161,"Lee, Catherine",Applicant,17912.00,2003,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2001,Parenting goals as predictors of marital and parental satisfaction,parenting goals; dual income couples; marital satisfaction; parental satisfaction; adaptability; support; parental alliance;,Standard Research Grants,Subventions ordinaires de recherche,Life Span Development,Psychologie du développement humain,Psychology,Psychologie,Family,Famille
3162,"Burke, Victoria",Applicant,31116.00,2003,University of Ottawa,Université d'Ottawa,ON,Ontario,Ontario,2001,Early modern women's manuscript compilations,manuscript culture; women's writing; bibliography; early modern poetry and prose; miscellanies; commonplace books; recipes; religious meditations; sermon notes; autobiography; music books; accounts,Standard Research Grants,Subventions ordinaires de recherche,"Literature, English",Littérature anglaise,"Literature, Modern Languages and",Littératures et langues modernes,Arts and culture,Beaux-arts et culture
